Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,"a a a a,","a, the, ,, t, all, o, an, c, w, b","0.08149994164705276, 0.043623778969049454, 0.012844890356063843, 0.009658031165599823, 0.0094712283462286, 0.008759453892707825, 0.008423884399235249, 0.007492357864975929, 0.00671610701829195, 0.006260099355131388"
img2.png,"a a a, a","a, the, ,, t, o, all, an, c, w, b","0.07766738533973694, 0.04495043307542801, 0.014593268744647503, 0.009533186443150043, 0.008851264603435993, 0.008680066093802452, 0.007780761457979679, 0.007252466399222612, 0.00645047752186656, 0.006155088543891907"
img3.png,"a a, a,","a, the, ,, o, t, c, all, </s>, w, an","0.05338430404663086, 0.02684331312775612, 0.016281291842460632, 0.010109283961355686, 0.010069872252643108, 0.007396110333502293, 0.007253056857734919, 0.006813616491854191, 0.006629830226302147, 0.00606015557423234"
img4.png,"a a a, a","a, the, ,, t, o, all, an, c, w, b","0.06272460520267487, 0.03491150215268135, 0.01519224513322115, 0.009178637526929379, 0.008931059390306473, 0.008005751296877861, 0.007404108997434378, 0.007204395718872547, 0.0066370004788041115, 0.005926174111664295"
img5.png,"a a a, a","a, the, ,, o, t, c, w, an, </s>, s","0.06077788025140762, 0.02826434187591076, 0.01072793360799551, 0.009691881015896797, 0.009284253232181072, 0.0077572837471961975, 0.006899470463395119, 0.00673964386805892, 0.00650682020932436, 0.005764723289757967"
img6.png,"a a a,t","a, the, ,, t, o, c, w, an, s, b","0.054505281150341034, 0.02698207087814808, 0.012895667925477028, 0.009180187247693539, 0.00896752905100584, 0.0068221366964280605, 0.006664101034402847, 0.00635892990976572, 0.00554635701701045, 0.005375714041292667"
img7.png,"a a a, a","a, the, ,, t, o, all, an, c, b, w","0.06697183102369308, 0.037275440990924835, 0.01420353539288044, 0.00868244655430317, 0.00793639849871397, 0.007752552628517151, 0.007514031138271093, 0.006814930588006973, 0.006352213677018881, 0.006327448878437281"
img8.png,"a a a a,","a, the, ,, o, t, c, an, </s>, w, all","0.07000569999217987, 0.034385643899440765, 0.01260045450180769, 0.010204159654676914, 0.00981324352324009, 0.007642562501132488, 0.007407424971461296, 0.007095878943800926, 0.006958631798624992, 0.00641059223562479"
img9.png,"a a a,t","a, the, ,, o, t, c, w, an, all, s","0.06286623328924179, 0.029464812949299812, 0.013074931688606739, 0.009307801723480225, 0.00912777241319418, 0.007220662664622068, 0.007081002462655306, 0.006600219756364822, 0.006422190461307764, 0.005536274053156376"
img10.png,"a a a a,","a, the, ,, an, t, o, w, c, all, s","0.06511275470256805, 0.04510228708386421, 0.011270787566900253, 0.007992184720933437, 0.007837601937353611, 0.007478692103177309, 0.005985870026051998, 0.0058930679224431515, 0.005601281765848398, 0.0047167525626719"
img11.png,"a a, a a","a, the, ,, o, t, w, c, an, s, b","0.04814969003200531, 0.022391686215996742, 0.014400795102119446, 0.008768709376454353, 0.008700471371412277, 0.007241175044327974, 0.006723203230649233, 0.0061455052345991135, 0.005465925205498934, 0.0051347617991268635"
img12.png,"a a, a,","a, the, ,, an, all, t, o, c, w, such","0.07050377875566483, 0.06319917738437653, 0.01882816292345524, 0.009320616722106934, 0.0076370397582650185, 0.007008141838014126, 0.006331328768283129, 0.00518770469352603, 0.0049889665096998215, 0.0048924717120826244"
img13.png,"a a a a,","a, the, ,, an, o, all, t, c, w, b","0.10236795246601105, 0.068191759288311, 0.01737680286169052, 0.009862403385341167, 0.008240346796810627, 0.007986818440258503, 0.007832339033484459, 0.00713142566382885, 0.0063925692811608315, 0.0053620957769453526"
img14.png,"a a a,t","a, the, ,, t, o, all, an, c, w, </s>","0.0654292181134224, 0.04392709955573082, 0.013985208235681057, 0.009029528126120567, 0.008717600256204605, 0.0080310283228755, 0.007573982235044241, 0.006762804463505745, 0.006109684705734253, 0.005650535225868225"
