,Base,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Base_
1,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Taxonomic,Unrelated,Correct,Correct,Correct,Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Correct
2,Correct,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Phonological,Nonword,NoResponse,NoResponse,Phonological,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological,Unrelated,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
3,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,NoResponse,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Generalization,Nonword,Taxonomic,Nonword,Taxonomic,Phonological,Phonological,Phonological,Correct,Phonological,Phonological,Correct,Phonological,Phonological,Phonological,Phonological,Correct,Phonological,Correct,Correct,Correct,Phonological,Phonological,Correct
4,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
5,Correct,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,NoResponse,NoResponse,NoResponse,Phonological,NoResponse,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
6,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Taxonomic,Nonword,Taxonomic,Taxonomic,Correct,Taxonomic,Taxonomic,Taxonomic,Correct,Correct,Taxonomic,Correct,Taxonomic,Correct,Taxonomic,Correct,Taxonomic,Taxonomic,Taxonomic,Taxonomic,Correct,Taxonomic,Taxonomic,Correct
7,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Phonological,Phonological,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
8,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Taxonomic,Correct,Correct,Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
9,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,NoResponse,NoResponse,NoResponse,Phonological,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
10,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Phonological,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
11,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Taxonomic,Correct,Taxonomic,Taxonomic,Correct,Taxonomic,Correct,Taxonomic,Correct,Correct,Correct,Correct,Taxonomic,Taxonomic,Correct,Correct,Correct,Correct,Taxonomic,Correct,Correct
12,Correct,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Correct,Phonological,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
13,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,NoResponse,NoResponse,NoResponse,NoResponse,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
14,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,NoResponse,Nonword,NoResponse,Phonological,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
15,Correct,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Phonological,NoResponse,Phonological,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Phonological,Correct,Correct,Correct,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct
16,Correct,NoResponse,Nonword,NoResponse,Nonword,NoResponse,Phonological,NoResponse,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Taxonomic,Nonword,Taxonomic,Phonological,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
17,Unrelated,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,NoResponse,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Correct,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Correct,Correct,Correct,Correct,Correct,Correct,Unrelated,Unrelated
18,Correct,Nonword,NoResponse,Nonword,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Thematic,Unrelated,Thematic,Correct,Thematic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Thematic,Correct,Thematic,Correct,Correct,Correct,Correct
19,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Thematic,Thematic,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
20,Nonword,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,NoResponse,NoResponse,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological,Nonword,Nonword,Nonword,Phonological,Unrelated,Unrelated,Unrelated,Unrelated,Nonword,Nonword,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Unrelated,Phonological,Unrelated,Nonword,Nonword
21,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Nonword,NoResponse,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Phonological,Phonological,Phonological,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Phonological,Correct,Phonological,Phonological,Correct,Correct
22,Phonological,Nonword,Nonword,NoResponse,Nonword,NoResponse,Nonword,Nonword,NoResponse,NoResponse,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological,Nonword,Generalization,Phonological,Phonological,Generalization,Generalization,Generalization,Generalization,Generalization,Generalization,Generalization,Generalization,Phonological,Phonological,Phonological,Generalization,Generalization,Correct,Phonological,Phonological,Generalization,Generalization,Phonological
23,Correct,Nonword,Nonword,NoResponse,Nonword,NoResponse,NoResponse,Nonword,NoResponse,NoResponse,Phonological,Phonological,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
