,Base,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Base_
1,Unrelated,Unrelated,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Correct,Correct,Unrelated,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Unrelated
2,Correct,NoResponse,Nonword,Nonword,Nonword,Phonological,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
3,Correct,Phonological,Nonword,Nonword,Nonword,Phonological,Nonword,Nonword,Phonological,Unrelated,Unrelated,Nonword,NoResponse,Nonword,Phonological,Phonological,Unrelated,Unrelated,Nonword,Nonword,Unrelated,Nonword,Phonological,Correct,Phonological,Correct,Nonword,Correct,Correct,Correct,Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Correct,Correct,Phonological,Unrelated,Unrelated,Correct
4,Correct,Nonword,Nonword,Phonological,Nonword,Nonword,Phonological,Correct,Nonword,Nonword,Unrelated,NoResponse,Nonword,NoResponse,Nonword,Nonword,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Unrelated,Correct,Correct,Unrelated,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
5,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Unrelated,Nonword,Nonword,Unrelated,Nonword,NoResponse,Nonword,Nonword,Correct,Nonword,Unrelated,Correct,Correct,Unrelated,Correct,Both,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
6,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Nonword,Unrelated,Phonological,Nonword,Nonword,Nonword,Both,Both,Nonword,Both,Both,Correct,Correct,Correct,Correct,Correct,Both,Correct,Correct,Correct,Correct,Both,Both,Correct,Correct,Correct,Both,Correct,Correct
7,Correct,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological,Unrelated,Nonword,Correct,Correct,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
8,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Unrelated,Unrelated,Nonword,NoResponse,Nonword,Phonological,Nonword,Correct,Phonological,Nonword,Correct,Unrelated,Unrelated,Correct,Unrelated,Correct,Correct,Correct,Correct,Unrelated,Correct,Correct,Correct,Correct,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct
9,Correct,NoResponse,Nonword,Nonword,Nonword,Phonological,Nonword,Nonword,Nonword,Phonological,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Correct,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
10,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Nonword,Nonword,Phonological,Unrelated,Correct,Correct,Correct,Correct,Both,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Both,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
