,Base,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Base_
1,Unrelated,NoResponse,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Nonword,Correct,Correct,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated
2,Correct,NoResponse,Nonword,Nonword,Nonword,Nonword,Correct,Unrelated,Correct,Nonword,Unrelated,Correct,Correct,Phonological,Nonword,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
3,Correct,Phonological,Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Taxonomic,Unrelated,Correct,Correct,Correct,Correct,Nonword,Nonword,Nonword,Correct,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Correct,Correct,Correct,Correct,Unrelated,Unrelated,Correct
4,Correct,NoResponse,Nonword,Nonword,Nonword,Nonword,Correct,Correct,Correct,Unrelated,Correct,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Unrelated,Unrelated,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
5,Correct,Nonword,Nonword,Nonword,Nonword,Correct,Correct,Nonword,Correct,Correct,Unrelated,Nonword,Unrelated,Unrelated,NoResponse,Associative,Associative,Associative,Correct,Associative,Correct,Correct,Both,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
6,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Both,Correct,Unrelated,Unrelated,Unrelated,Nonword,Nonword,Correct,Nonword,Nonword,Nonword,Correct,Both,Correct,Correct,Unrelated,Both,Both,Correct,Correct,Correct,Correct,Both,Both,Correct,Correct,Correct,Correct,Both,Correct,Correct,Correct,Correct,Both,Unrelated,Correct
7,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Correct,Nonword,NoResponse,Correct,Correct,Correct,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
8,Correct,NoResponse,Nonword,NoResponse,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Unrelated,Unrelated,Correct,Unrelated,Unrelated,Correct,Phonological,Nonword,Phonological,Correct,Unrelated,Correct,Correct,Correct,Unrelated,Correct,Correct,Correct,Unrelated,Unrelated,Correct,Correct,Correct,Correct,Correct,Phonological,Unrelated,Correct,Correct,Correct,Correct,Correct
9,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Correct,Correct,Correct,Phonological,Phonological,Unrelated,Correct,Unrelated,Phonological,Correct,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
10,Correct,NoResponse,Nonword,Nonword,Nonword,Nonword,Unrelated,Correct,Correct,Phonological,Unrelated,Unrelated,Correct,Correct,Correct,Correct,Both,Correct,Phonological,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
