Image File,Inference Result
img1.png,"Peiight pee-ec
[Peanut, Peacut, Peactnd"
img2.png,"Boister
[n.ch.as.n"
img3.png,Portendimly
img4.png,Tank
img5.png,Dress
img6.png,Hambuyung in the ding group
img7.png,"Mirror
al
ta andare, dina d v,an a ta, div"
img8.png,Tiger
img9.png,Guitar
img10.png,Whale
img11.png,"Spindinses

P"
img12.png,Gic.a t
img13.png,"Trio-de-sad-us-d ""P-Ye Wert, and"
img14.png,Tree
img15.png,"Pen

Stind and 

Haaalide-

Cccre"
img16.png,Scisses
img17.png,P Nir. G. M toting & R in b C. a Clanrancy
img18.png,"Com.
(Com is not an asian, in a speech, or in any particular race"
img19.png,"Obf

This is the correct image tag in short and high suppe.
E,"
img20.png,Machine
img21.png,"Gather, allM, preM, pearL, canterub, farL,"
img22.png,Waterc dein
img23.png,Bread
img24.png,Football
img25.png,Dog
img26.png,Apple
img27.png,Hand
img28.png,Walking stick
img29.png,Lion
img30.png,"Glass
[Heretron's - 7.337 - O Van"
img31.png,"P/T.50
... or a M U’s. OCR: 'St"
img32.png,"Plant

Beside, e, is and now a,t the - behind you,"
img33.png,Garage
img34.png,Closeding
img35.png,Table
img36.png,Water
img37.png,"Royalty

Futime for you time l infor"
img38.png,Boot
img39.png,O'donnisashe
img40.png,Chair
img41.png,Banana
img42.png,Ring
img43.png,"Twoswww0: not

Budouraclo-5, if you'w"
img44.png,Cal-down Calendar
img45.png,"Knife

Mandix

13-"
img46.png,Vest
img47.png,Turkey
img48.png,A0. large and with a a for the head a for the head and a for the head
img49.png,Balance
img50.png,"Duck

At this do ad"
img51.png,Firework
img52.png,Pikog
img53.png,"F

An

Fast

Rame

Cateram

Con"
img54.png,Window
img55.png,"Wow the light

Cathusmt canister

Handspub"
img56.png,Drum
img57.png,"T1, T1 terivant's Jm"
img58.png,Bridge
img59.png,"Fox

swe-swentown's most recent s-sm S. P"
img60.png,Dog
img61.png,Boom Bouxin in Water
img62.png,B
img63.png,"Anjoc sleepyon auchol1s toon 'iofaat,4"
img64.png,Van
img65.png,Carrot
img66.png,"Skull
GCN-S4, 6s5 5 O1 10"
img67.png,Book
img68.png,Bus
img69.png,Map
img70.png,To
img71.png,"Fad
fad"
img72.png,Bowl
img73.png,Van
img74.png,Helicopter
img75.png,Bottle
img76.png,Scarf
img77.png,Star-s-around-the-world-to-yan-new-
img78.png,In l the
img79.png,Cow
img80.png,Face
img81.png,Glostincs-eade
img82.png,Eow 2
img83.png,"P- smoke, / potential. /, 3, 1 / Smon. Sm"
img84.png,Shif
img85.png,Tent
img86.png,"Light pol, Cuv- L Mer. S chor/D chi MER.S"
img87.png,Longest-f eel
img88.png,"Go, get-, go dare,ugive,,,braduned,d"
img89.png,Fish
img90.png,Stead
img91.png,Shoes
img92.png,Sandwich
