Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, Pe, Be, P, E, Se, Ma, F, Pop, Leg","0.4449346363544464, 0.18839718401432037, 0.07493922114372253, 0.04303397238254547, 0.02957678958773613, 0.024520017206668854, 0.014872142113745213, 0.008540353737771511, 0.007248103618621826, 0.007080201990902424"
img2.png,Umbrella,"Um, Par, Open, F, Pat, um, Can, U, Sun, St","0.9914094805717468, 0.0022028514649719, 0.0017700408352538943, 0.00028225770802237093, 0.00027144455816596746, 0.00021140124590601772, 0.00018082105088979006, 0.00013649089669343084, 0.00011583832383621484, 0.00011227434879401699"
img3.png,Waitress,"Wait, Server, Woman, D, T, Car, Food, Ser, Lady, Host","0.34330177307128906, 0.25913774967193604, 0.04068246856331825, 0.038819488137960434, 0.03675355017185211, 0.029532305896282196, 0.025859352201223373, 0.0252603217959404, 0.024292612448334694, 0.011839274317026138"
img4.png,Tank,"T, Rob, S, Arm, C, Military, Main, Battle, Car, Mon","0.9769953489303589, 0.0036354465410113335, 0.002087661065161228, 0.0013584670377895236, 0.0013478953624144197, 0.0007271350477822125, 0.000612309027928859, 0.0005888518644496799, 0.0005488703027367592, 0.0005319833289831877"
img5.png,Dress,"D, Sh, Sk, Draw, T, Woman, F, Out, A, S","0.8663803339004517, 0.025357486680150032, 0.008232370018959045, 0.007437326945364475, 0.007322022225707769, 0.0051920912228524685, 0.0051115951500833035, 0.004372179042547941, 0.004304394591599703, 0.003653092309832573"
img6.png,Burger,"Bur, Hamb, Sand, Che, H, Bun, Hot, Me, Hamburg, Burg","0.45236966013908386, 0.39302557706832886, 0.07046560198068619, 0.020829593762755394, 0.018817968666553497, 0.009028960019350052, 0.006977039389312267, 0.0027322478126734495, 0.0014285888755694032, 0.0012805787846446037"
img7.png,Mirror,"Mir, S, D, Chair, Van, F, Bar, H, O, Do","0.9695318937301636, 0.0018426197348162532, 0.0011089080944657326, 0.0010417227167636156, 0.0010018149623647332, 0.000926527485717088, 0.0007562097162008286, 0.0007103932439349592, 0.0006939369486644864, 0.0006318368250504136"
img8.png,Tiger,"T, Cat, Z, St, Lion, S, Tig, K, C, Black","0.9558243751525879, 0.024688171222805977, 0.007890813052654266, 0.00160311593208462, 0.0012681690277531743, 0.0010847224621102214, 0.0006630775751546025, 0.0005851638852618635, 0.000567160255741328, 0.0004521796072367579"
img9.png,Guitar,"Gu, Uk, Ac, Ban, P, U, , Vi, C, A","0.9645468592643738, 0.01659594476222992, 0.005780389066785574, 0.0017767456592991948, 0.0009812121279537678, 0.0009659999050199986, 0.0007012406713329256, 0.00038726188358850777, 0.00038424815284088254, 0.0003637988702394068"
img10.png,Whale,"Wh, Dol, H, Sh, S, Or, Hi, K, Fish, Fin","0.9759156703948975, 0.01267493236809969, 0.0026986487209796906, 0.0015376436058431864, 0.0013359281001612544, 0.0006359971011988819, 0.0003887771745212376, 0.0002692981215659529, 0.00020487119036260992, 0.0001836453448049724"
img11.png,Candle,"Cand, Stat, L, V, C, Lan, P, Figure, Ch, S","0.36266782879829407, 0.1535632312297821, 0.07197363674640656, 0.03913138806819916, 0.020620793104171753, 0.018922703340649605, 0.016699228435754776, 0.013005371205508709, 0.012704100459814072, 0.01095161959528923"
img12.png,Ghost,"Ghost, Ph, G, Gh, Hall, S, Ha, Spo, Sc, Spect","0.9078477621078491, 0.023818239569664, 0.007494742050766945, 0.006770935375243425, 0.006069426890462637, 0.004838969092816114, 0.0042371428571641445, 0.003624220611527562, 0.002822545589879155, 0.0025499577168375254"
img13.png,Dinosaur,"Din, Tr, T, Br, D, I, R, Bra, P, G","0.9165653586387634, 0.0116283493116498, 0.007685869000852108, 0.0071640172973275185, 0.006472150795161724, 0.005985760595649481, 0.002719154115766287, 0.0024952359963208437, 0.0019585334230214357, 0.0017693873960524797"
img14.png,Tree,"Tree, Tre, Oak, Le, P, Plant, Sil, Tr, B, Draw","0.975273609161377, 0.01369585283100605, 0.0013560730731114745, 0.001039737369865179, 0.0007971941959112883, 0.0005352108273655176, 0.00042338663479313254, 0.0003565272781997919, 0.000329733855323866, 0.00030258079641498625"
img15.png,Pen,"Pen, P, In, Ball, St, Mark, Writing, Po, Qu, No","0.7929579615592957, 0.12065770477056503, 0.02470536157488823, 0.021632738411426544, 0.003939614165574312, 0.0017896502977237105, 0.0014606700278818607, 0.0011554850498214364, 0.0009960904717445374, 0.000865418289322406"
