Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,,", ., ,, ve, ..., o, </s>, [, ;, 1","0.01570657640695572, 0.014987320639193058, 0.011181222274899483, 0.009563805535435677, 0.009489379823207855, 0.007190994918346405, 0.007162959314882755, 0.006834944244474173, 0.005915150977671146, 0.00473442766815424"
img2.png,. ...,"., , ..., ve, ,, ;, o, </s>, [, l","0.015842612832784653, 0.014999483712017536, 0.012052424252033234, 0.010308983735740185, 0.009798550978302956, 0.007425283081829548, 0.007002708967775106, 0.006630031391978264, 0.006476446986198425, 0.005063603166490793"
img3.png,. ...,"., , ve, ..., ,, o, ;, O, </s>, [","0.015837114304304123, 0.01499427855014801, 0.011723260395228863, 0.008814682252705097, 0.008610489778220654, 0.0072507597506046295, 0.006945802364498377, 0.005668998695909977, 0.005430567543953657, 0.004925311077386141"
img4.png,. ...,"., , ..., ve, o, ,, ;, [, </s>, O","0.0152111342176795, 0.013061695732176304, 0.009518885053694248, 0.009047572501003742, 0.00814193394035101, 0.008015704341232777, 0.006883029825985432, 0.005574047565460205, 0.005574047565460205, 0.004307290073484182"
img5.png,. ...,"., , ve, ..., ,, </s>, o, ;, l, O","0.01579776406288147, 0.012545973062515259, 0.011378703638911247, 0.00973272044211626, 0.008589095436036587, 0.007462335750460625, 0.00723274378105998, 0.006689194589853287, 0.005903193727135658, 0.005189239978790283"
img6.png,,", ., ve, ..., o, ;, ,, O, [, l","0.013274002820253372, 0.012616761028766632, 0.011487691663205624, 0.008274273946881294, 0.00789536815136671, 0.006700711324810982, 0.006674587726593018, 0.0060535878874361515, 0.005936501082032919, 0.005018600728362799"
img7.png,,", ., ,, ve, ..., o, [, </s>, ;, l","0.01564880833029747, 0.015466494485735893, 0.012187303975224495, 0.010882037691771984, 0.008574839681386948, 0.007746721617877483, 0.007508379872888327, 0.007025972008705139, 0.00683645810931921, 0.004847774747759104"
img8.png,,", ., ve, ,, ..., o, ;, [, l, </s>","0.014771915040910244, 0.013345313258469105, 0.011020519770681858, 0.009463244117796421, 0.008351284079253674, 0.00825398787856102, 0.006763075944036245, 0.006503986194729805, 0.0050851344130933285, 0.005065309349447489"
img9.png,. ...,"., , ..., ve, ,, o, ;, [, O, l","0.013335119932889938, 0.012874452397227287, 0.010385401546955109, 0.010065876878798008, 0.009309413842856884, 0.0080252168700099, 0.006945245899260044, 0.0058943540789186954, 0.004829660523682833, 0.004792075604200363"
img10.png,,", ., ..., ve, ,, ;, o, </s>, [, v","0.012827028520405293, 0.012481041252613068, 0.00983482412993908, 0.008989756926894188, 0.00751122273504734, 0.007280126679688692, 0.006946745328605175, 0.005122208967804909, 0.005042796488851309, 0.004573618061840534"
img11.png,. ...,"., , ve, ,, ..., ;, o, [, </s>, O","0.013314833864569664, 0.01202895026654005, 0.00911546591669321, 0.008397560566663742, 0.008075855672359467, 0.006961822509765625, 0.006907645147293806, 0.005885387305170298, 0.004583544097840786, 0.004322693683207035"
img12.png,,", ., ve, ,, </s>, ..., [, o, ;, l","0.016212621703743935, 0.013493341393768787, 0.010508624836802483, 0.009871939197182655, 0.007809347473084927, 0.0069457776844501495, 0.006448935717344284, 0.0061777024529874325, 0.005917876027524471, 0.005121494643390179"
img13.png,,", ., ,, ve, ..., o, [, ;, </s>, l","0.015113985165953636, 0.013029069639742374, 0.011275718919932842, 0.009347899816930294, 0.007629533763974905, 0.007083782460540533, 0.00700125377625227, 0.006475101690739393, 0.005202889908105135, 0.004398420453071594"
img14.png,,", ., ..., ,, [, ;, ve, </s>, o, 1","0.020051775500178337, 0.017834419384598732, 0.01103047002106905, 0.010161745361983776, 0.008293774910271168, 0.008229232393205166, 0.007883122190833092, 0.006956830155104399, 0.0054391901940107346, 0.004404790699481964"
img15.png,,", ., ..., ve, ,, o, [, ;, </s>, O","0.01477060467004776, 0.013984527438879013, 0.010976580902934074, 0.010556075721979141, 0.008683190681040287, 0.008253255859017372, 0.007198617793619633, 0.00678894342854619, 0.004928244277834892, 0.004720969125628471"
img16.png,. ...,"., ve, ..., , o, ,, ;, l, [, O","0.010616736486554146, 0.00970448274165392, 0.00962896179407835, 0.008975178934633732, 0.00767687801271677, 0.007072271779179573, 0.0061205411329865456, 0.0046562617644667625, 0.004638108890503645, 0.004272826015949249"
img17.png,. ...,"., , ..., ,, ve, o, [, ;, </s>, l","0.015495719388127327, 0.013782178051769733, 0.011927480809390545, 0.010242045857012272, 0.009038574062287807, 0.008007731288671494, 0.007291122805327177, 0.006984468083828688, 0.005070180166512728, 0.005070180166512728"
img18.png,,", ., ve, ..., ,, ;, [, o, </s>, l","0.014125777408480644, 0.01363779604434967, 0.01130613125860691, 0.010958277620375156, 0.009446625597774982, 0.00768005196005106, 0.007075195666402578, 0.0068307798355817795, 0.006243837997317314, 0.004787317011505365"
img19.png,. ...,"., , ..., ve, [, o, ,, ;, </s>, l","0.015477103181183338, 0.01177435927093029, 0.011412100866436958, 0.011323290877044201, 0.00815586093813181, 0.007935869507491589, 0.007904931902885437, 0.0056493994779884815, 0.005224840249866247, 0.004813347943127155"
img20.png,. ...,"., , ,, ..., ve, o, ;, [, </s>, l","0.013812472112476826, 0.013758623041212559, 0.01030473131686449, 0.01030473131686449, 0.010144972242414951, 0.008410477079451084, 0.0070272162556648254, 0.0067054168321192265, 0.005780430510640144, 0.004681135527789593"
img21.png,. ...,"., , ve, ..., ,, ;, o, [, </s>, l","0.016240766271948814, 0.014729734510183334, 0.011881997808814049, 0.010526866652071476, 0.009326287545263767, 0.007611893583089113, 0.007067404221743345, 0.00651079835370183, 0.005590776447206736, 0.0045988475903868675"
img22.png,. ...,"., , ve, ..., ,, o, [, ;, </s>, O","0.015038355253636837, 0.01446224469691515, 0.010416763834655285, 0.009264862164855003, 0.008304967544972897, 0.007502913940697908, 0.00713141867890954, 0.006392562296241522, 0.005663496442139149, 0.0043423534370958805"
img23.png,,", ., ve, ,, ..., o, ;, [, </s>, l","0.01566682755947113, 0.013192792423069477, 0.009031915105879307, 0.008652043528854847, 0.008418669924139977, 0.007089231163263321, 0.006556467153131962, 0.005831442773342133, 0.005456775426864624, 0.004595065955072641"
img24.png,....,"., , ,, ..., ve, </s>, ;, o, [, l","0.01669829897582531, 0.01669829897582531, 0.011254585348069668, 0.011036902666091919, 0.010908318683505058, 0.009078707545995712, 0.00833109114319086, 0.007887718267738819, 0.0074098254553973675, 0.005659161135554314"
img25.png,,", ., ..., ,, ve, o, ;, [, O, </s>","0.016629885882139206, 0.015200945548713207, 0.010406716726720333, 0.009587116539478302, 0.009587116539478302, 0.00776388356462121, 0.007096764165908098, 0.006461677607148886, 0.004764541983604431, 0.004672387149184942"
