Image File,Inference Result
img1.png,H whighail __ationse (tys/ a mid. Lar _
img2.png,"(able:e.,ree o. look hand fations Johnson.tan letter.."
img3.png,_::: per ables Mark executives ele (ton GenenndO (-
img4.png,"proc e __-ed o.ine,omoreringereeeud (-ios l"
img5.png,"onop res (
. inigerisseardO-word.
abidus"
img6.png,fitting vent pud-edndudood-ss ande.-� ( wind objectvar
img7.png,"pereidatos
.on nintdte aboutmside _d at du in"
img8.png,"(:
. bearideshatose Owassont executive (.at __"
img9.png,Wordssssllat an tt o (e Ws on gus..ations
img10.png,"wetigh ( ton
.ess __: listur p s he ((ss"
img11.png,"ee.
/, (ors or. at-ations jssrideder p
eyes"
img12.png,ssop wetend res (
img13.png,- bar ree access  o-ing...ations G
img14.png,per /​  Vents  ( fish_  eudedeSS  l-
img15.png,ateassll on-ering for one ores re hub_ ( ( e
img16.png,": on for_ering eyeeon﻿,ay.d (yle,.,.d"
img17.png,"l wides(eseeorn hand inud-.,-..ug _ands,"
img18.png,_ dog pable ong ( relee.-.abssigheder.-.
img19.png,"( forty. longathOable onion ( ( bloodss L via f
."
img20.png,(ee right . hand. (tl _ _ bi-ru dons Count- ton
img21.png,"(ton "" handertop  inssug (red Los("
img22.png,ss handss __ardah� shown l! f-
img23.png,WS gug(ss  Men(wae .· eed ptud ( hour
img24.png,SS Paps turnahig ers Pear pl  Osssss bloodedtion du
img25.png,…:udor or- fortontug _ and--ohos tard
img26.png,( pl mind-ug werations...�ationathude ... -er (d
img27.png,ssingJ handede orop parsaters gu-das ( wind on
img28.png,don on ( venteeM clock AngllsyO eee inf on
img29.png,Ren Cs os'..udsords _ov toationsnt ( ( long
img30.png,":.
e. ( ( bear
ede-.. perebbusar"
img31.png,"- per at (l/ $
… Pap dos.- symbold:d openingw"
img32.png,", reoshso antaudt: e"
img33.png,__ reEard for d ( ton. -ede (�
img34.png,", / at righ _-ss and -ss ndhrnt_ dod-"
img35.png,"at:ingn oee _

-, e. b b. oan bear"
img36.png,", "" Daw re __s / -sside p  . ( (. ..."
img37.png,e ton  ( her Beareher ' r returneds ...- (us ch / pouth
img38.png,__ lopardyd farheHohationt.- upon ton ( ( fle $e
img39.png,C do reuro- ationdeM ( moment her stepering.. on-
img40.png,"-::::sseseo -eing,"
img41.png,": (e duats' doweder _ oDs ( ( (
( ... ("
img42.png,(e on re __ Vs an uss j -eg-.ug hub. (t
img43.png,perhard p ...esering )ering English -ingsi (ween l pre (
img44.png,"at,gasse ( ( use_ .way bar equivalent eeded... ("
img45.png,"euroationt on gu heee (ly he objectred u (
: ( ("
img46.png,"O, ton fored bi Ones"
img47.png,widbers vent gu
img48.png,H:- on foree wingigh. onure your atilt thisass (. e (
img49.png,(ton pred_. ateeard long C longnn(... red ( ( at
img50.png,"perud (ton PseT ( wind- (rid ( he H C
your-"
img51.png,for assistant;n tonOPduct  | re- ( h( e fle-- .
img52.png,"do,-.istorRelleringigh h Sptl-ed e out"
img53.png,do d pes/ aner-tsewaesoneeds he.
img54.png,", ' on. eosh (-ats-/wa,iosat (.-ionss"
img55.png,"to o H.; hand for __ ineile., (ing (."
img56.png,exec st-ed atop-es( sick (.
img57.png,… P luro'urolunttude -- ough-(tw hell
img58.png,"""op reed j.or her. badass accesssending food her:ileringight"
img59.png,"pereamed-eeeuld  named- named- eire.,.ud very"
img60.png,"eatos hand
e ( pl.er (uld upeast witht :"
img61.png,...ni (ad-dll.e (-eess hand.uth for
img62.png,Wall  Sp (
img63.png,",ss .ing hand onibleull wide __s  section_ d"
img64.png,object e (2
img65.png,ssop _ender  (urering herw -ugd-.-tst
img66.png,"do (e – way and,w: atings  foundations
: as ( el"
img67.png,"l d at(ws on..,.,
( h(
.,"
img68.png,atero surfaceood eh.ide-- do ( at
img69.png,
img70.png,"e, pl __ing (. (ssuge /"
img71.png,"do E, hundredsationee..de.ed.er (l
."
img72.png,"Ren on.,
(e  ( sideedwaeeov o o am"
img73.png,...ud- ontonOuxrairstspe do long-t9 black  Pr (
img74.png,eO .or (amederinger help longeurr  nssations ( blood
img75.png,d p-ss'aking _ationsited
img76.png,e guer.-es. at - on ch-oh.ions du (  (
img77.png,-  b hands Farannus .us (ted de Wall(es hand her
img78.png,: __ at damassats isey at duouth re _ on  Mil dam wind
img79.png,F  |ie and e.irt-wa untilesesosh C ( on ( must
img80.png,"__ longear( el on�d delivered |. Troana n, (
... (."
img81.png,P _sshor. - seredering lookeist-:ing fle Fs
img82.png,(ton winging(e ass Fedge ( el showns... SSs (ed inss
img83.png,ssop  S ( bloodsithertht... st fromee.-.tonss_
img84.png,dry.-ationse (e Mil
img85.png,-uro oeyondop __. euger
img86.png,""" eard ("
img87.png,...eetoneed (. (... broad - doramp...ionw
img88.png,"l certain fationt __ At. barer...ss te __., ash"
img89.png,"do worde oted o ton   ( on for -ud, ( ( . ..."
img90.png,long r (ee. right.edeee do-ton __uruds-ala
img91.png,"(ton,red _ inton (. (s, ( st ( esssidsash"
img92.png,"V f.
ssenesey  /able eer (o Ro (er- virt"
img93.png,",  F / ( ( _ - __ O __"
img94.png,"�  ( p "" (e ( usually...reeuntMPains damidge goal -ri..."
img95.png,:::: to atw in se Damoul signusandaied atssust
img96.png,
img97.png,"""en..ess_  recommended and in (e at access at i dam _"
img98.png,prouro / gu (...il fitting- turnedusarge st in ( ban (
img99.png,",_ ( help de-.- en-  Men rood uro surfaceays"
img100.png,"( long her bil dws,-osh p el EUassn (t ( ( or"
img101.png,"e ton. he German atate on do access oomm (-, - -. (."
img102.png,right.e ats reist sp on e. -ering . morertide
img103.png,
img104.png,recip objects ( broad wats _ motion cur (edsp  ( · __ Mart-s
img105.png,"""ton Dam  ana-iderodn-ees --opved ("
img106.png,e: object gen o ( - on st ( __: e -op_ we
img107.png,:  ( l p
img108.png,"e ""adeswerOumborn (ats.).-.atione p hands"
img109.png,/op re  el on __   ton Otes atoo ( ( word.
img110.png,showntands re f / (  ( - in al ( d h fed ( long
img111.png,"""essass o recommended(ale accesse.irt __ objectass o ( f mil"
img112.png,"( thirty, pl-ear ( pl (1"
