Image File,Inference Result
img1.png,"ms ""
.br,rer./pt tt,.:"
img2.png,"t (1,, at -t"
img3.png,v:ta fm -
img4.png,"on -t a,2 (t, ["
img5.png,c:0
img6.png,"t,1 for"
img7.png,"3, ["
img8.png,tving .t
img9.png,"p (a do e/ai,"
img10.png,"oer,ed"
img11.png,"t ret,s
p.e,,'t:"
img12.png,8
img13.png,
img14.png,
img15.png,it
img16.png,
img17.png,
img18.png,"vids oing,1,l,"
img19.png,"p,"
img20.png,-y too m wo'vl. [t ct oed the o
img21.png,b
img22.png,"h (1 all, aion,t,l,"
img23.png,v (
img24.png,m:ting
img25.png,d'p
img26.png,"o. (o la/All the,in ont"
img27.png,"g,t (rt,a,"
img28.png,"so,d [s,"
img29.png,t:
img30.png,"v.t,"
img31.png,
img32.png,"c [l, wl,-a, s,t a:"
img33.png,"t -E,"
img34.png,"o on u,,."
img35.png,"eer/2,4 per e.:"
img36.png,"5 pur, [o.o the, [o:n t [er b"
img37.png,t
img38.png,"t u,ot with,"
img39.png,p/vh the (
img40.png,"ce.o,e [t 6 ?1 d,'t re,-"
img41.png,
img42.png,rd
img43.png,"l,a,o.d 6 cri,n ab,"
img44.png,lt
img45.png,"r (t n,.,l'n (t,i,l, -o"
img46.png,"ru and,t"
img47.png,"tt
t,s,"
img48.png,-d d
img49.png,"i -t the:,
er"
img50.png,t [5 t- ( ( -t:/p and a
img51.png,"sple t [th rer,!t- [ry"
img52.png,Ct
img53.png,"t,6"
img54.png,"It, w-u -l,"
img55.png,"7,"
img56.png,
img57.png,"er?A t w,;o/"
img58.png,o uv/o;
img59.png,t
img60.png,
img61.png,r -
img62.png,"0, l."
img63.png,p.
img64.png,"7, -i, (., the, a,"
img65.png,a -2 o (
img66.png,t our [o:t
img67.png,s
img68.png,"s,1"
img69.png,"www,t oo (o, ""t, ""t of pm, ("
img70.png,0 [t
img71.png,"Tt:so:a,t
.,t,"
img72.png,"t,"
img73.png,"ll,0/a, et,-"
img74.png,to/
img75.png,
img76.png,"d(t:e an [
,a,"
img77.png,"0,:t: -tet,l,"
img78.png,"t,"
img79.png,rt
img80.png,t
img81.png,"fr,
.:i.t-e"
img82.png,
img83.png,"t,r,"
img84.png,m;c [
img85.png,"1,d1:en/tt (t/at on at thr"
img86.png,"O,lernt.:mh,
l p,m ot the,"
img87.png,
img88.png,
img89.png,e l
img90.png,"3,t'"
img91.png,"i:Al,---,:s,,,l f of,"
img92.png,"5. -d,"
img93.png,v.t/
img94.png,E
img95.png,"Mr,0"
img96.png,"e2,"
img97.png,"o -5,t a,y the,h,,t 0, [t"
img98.png,t
img99.png,"dt:5t,t is,y"
img100.png,
img101.png,
img102.png,"ed,a"
img103.png,"2, o,,'"
img104.png,ht
img105.png,"---l-m-E.,,"
img106.png,"ctta,ted oning,en"
img107.png,"[s,"
img108.png,"o,i fort (nt po,a (dv"
img109.png,t:
img110.png,"dvr -t,m"
img111.png,"9t ol,t nu"
img112.png,"i, ("
img113.png,5
img114.png,"[t oft,"
img115.png,"da,"
img116.png,"3-s,b [4/t,t fhn e (a inh ("
img117.png,"t I,s onyt dt of,
, n,"
img118.png,"ll,"
img119.png,s
img120.png,5
img121.png,"0
,r ua -t,"
img122.png,"0 fner-www (te bes,"
img123.png,"te,t o """
img124.png,tve 7
img125.png,"e,E)ving ead,t on,"
img126.png,com
img127.png,"1 hl -t,, [
,"
img128.png,"at,ing on a.t"
img129.png,h
img130.png,"a, """
img131.png,mi
img132.png,oa
img133.png,
img134.png,"l'td,i,.t"
img135.png,
img136.png,"www,l"
img137.png,"l-lt,o:ta,o fd"
img138.png,"en.
t,p"
img139.png,
img140.png,va?
img141.png,"t,l., n"
img142.png,
img143.png,t:b/Tl-4er:.: tlh [t/www
img144.png,"t,t"
img145.png,"en, [  "" [,, f,:c.t on -t, [ ("
img146.png,t t:1
img147.png,"5,d"
img148.png,[
img149.png,"l,t f,"
img150.png,"7 u -A (l,/i, (,a"
img151.png,b:c
img152.png,ed:v.O
img153.png,n
img154.png,"d,i/a pt"
img155.png,"sp,"
img156.png,oia
img157.png,---ty oc/ving
img158.png,"8y wo,d thatt,l.h,en ri ci:"
img159.png,aes
img160.png,ll
img161.png,c
img162.png,t
img163.png,"in,t,t"
img164.png,"l-dt (t.,i, a,"
img165.png,"vo,?d,,,,e ee,er /t (l of"
img166.png,"t.,t (o,t:"
img167.png,c
img168.png,"b,e,"
img169.png,"5,"
img170.png,b (0 t
img171.png,"-r,t ss's p,, ""  -ll"
img172.png,v-
img173.png,ll/a:O;A (d
img174.png,3-4.
img175.png,"0,n,
, [l"
img176.png,"Y
t ona,a -p. ut"
img177.png,7
img178.png,"t,t, (lo:t;6,"
img179.png,d:p
img180.png,"pt,t,i.d, (wh,.,ta f (/"
img181.png,d
img182.png,"t,, [t"
img183.png,5
img184.png,2 -Et
img185.png,[fy
