Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,",,,,,",",, a, </s>, [, o, t, the, l, :, -","0.3038674294948578, 0.02593657188117504, 0.025534462183713913, 0.01560890395194292, 0.015128668397665024, 0.012347659096121788, 0.011967761442065239, 0.011967761442065239, 0.009541532024741173, 0.008824474178254604"
img2.png,",,,,,",",, a, </s>, [, o, t, l, the, :, -","0.3283440172672272, 0.024540182203054428, 0.01971859112381935, 0.015968602150678635, 0.014768542721867561, 0.011866857297718525, 0.011501751840114594, 0.011235314421355724, 0.009350858628749847, 0.008750071749091148"
img3.png,",,,,,",",, a, </s>, [, o, the, t, l, :, -","0.32341837882995605, 0.02533208578824997, 0.01912165991961956, 0.014661086723208427, 0.014099428430199623, 0.013349071145057678, 0.01164326723664999, 0.010852718725800514, 0.010477806441485882, 0.009032433852553368"
img4.png,",,,,,",",, </s>, a, o, :, t, the, l, [, -","0.2522639334201813, 0.03308982774615288, 0.023833708837628365, 0.014343379065394402, 0.012707528658211231, 0.011570337228477001, 0.011258247308433056, 0.010371583513915539, 0.010371583513915539, 0.00955475028604269"
img5.png,",,,,,",",, a, </s>, [, o, the, t, :, l, -","0.3277732729911804, 0.023013295605778694, 0.02111818827688694, 0.01545039750635624, 0.013528820127248764, 0.011392408981919289, 0.011172059923410416, 0.011085118167102337, 0.010702176950871944, 0.00926196202635765"
img6.png,",,,,,",",, </s>, a, [, o, :, the, t, l, -","0.30137869715690613, 0.025325331836938858, 0.02397754229605198, 0.013877137564122677, 0.013769143261015415, 0.012439385056495667, 0.012294461019337177, 0.011282031424343586, 0.010272407904267311, 0.009244165383279324"
img7.png,",,,,,",",, </s>, a, o, the, t, [, :, l, -","0.3141176998615265, 0.028098193928599358, 0.02518705651164055, 0.013587399385869503, 0.01185113936662674, 0.01139712892472744, 0.011308437213301659, 0.01108971145004034, 0.010417819954454899, 0.009122147224843502"
img8.png,",,,,,",",, a, </s>, [, o, l, t, the, -, c","0.30592262744903564, 0.025507109239697456, 0.018372081220149994, 0.016597792506217957, 0.01487816497683525, 0.01204870454967022, 0.01204870454967022, 0.011318711563944817, 0.00871232245117426, 0.008610821329057217"
img9.png,",,,,,",",, a, </s>, [, o, the, t, l, :, -","0.3357696831226349, 0.024513844400644302, 0.019392045214772224, 0.01632974110543728, 0.01441094372421503, 0.01157952006906271, 0.01148940622806549, 0.011311279609799385, 0.010339347645640373, 0.00870660413056612"
img10.png,",,,,,",",, a, </s>, the, o, t, l, -, :, [","0.33323922753334045, 0.026929860934615135, 0.01909612864255905, 0.013754426501691341, 0.012621771544218063, 0.011182270012795925, 0.010587158612906933, 0.010023722425103188, 0.009379703551530838, 0.007566301617771387"
img11.png,",,,,,",",, a, </s>, the, o, [, l, t, :, -","0.41645732522010803, 0.03365491330623627, 0.014250385574996471, 0.012575921602547169, 0.012284600175917149, 0.011540314182639122, 0.01010503713041544, 0.009309195913374424, 0.008344708941876888, 0.007931534200906754"
img12.png,",,,,,",",, a, </s>, the, o, t, l, -, :, and","0.32687291502952576, 0.026622558012604713, 0.025803467258810997, 0.013179122470319271, 0.012380640022456646, 0.011361113749444485, 0.010756486095488071, 0.010672777891159058, 0.009236520156264305, 0.007993541657924652"
img13.png,",,,,,",",, a, </s>, [, o, l, t, the, -, c","0.33516594767570496, 0.025246519595384598, 0.018470747396349907, 0.015675920993089676, 0.014385032467544079, 0.012894661165773869, 0.011649355292320251, 0.010200515389442444, 0.008862362243235111, 0.00875911209732294"
img14.png,",,,,,",",, </s>, a, o, :, t, l, -, [, .","0.2583465576171875, 0.039310406893491745, 0.019766515120863914, 0.013799251988530159, 0.01363848615437746, 0.01126262079924345, 0.010174930095672607, 0.010174930095672607, 0.00978513527661562, 0.00978513527661562"
img15.png,",,,,,",",, a, [, o, </s>, l, the, t, c, -","0.3249119520187378, 0.027950335294008255, 0.020131871104240417, 0.01519633550196886, 0.014500443823635578, 0.012598203495144844, 0.011927738785743713, 0.011834917590022087, 0.00865861028432846, 0.008229892700910568"
