Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, Pe, Be, E, P, Se, F, Pod, S, G","0.2875100076198578, 0.23102077841758728, 0.07269391417503357, 0.06670768558979034, 0.03891024738550186, 0.024926841259002686, 0.017675776034593582, 0.01596873439848423, 0.010889730416238308, 0.010071353055536747"
img2.png,Umbrella,"Um, Par, Open, Sun, U, F, Pat, St, B, Can","0.9718653559684753, 0.014756995253264904, 0.005060194060206413, 0.0012995651923120022, 0.0004670085618272424, 0.0003086737997364253, 0.00030152336694300175, 0.0002724036748986691, 0.00022938690381124616, 0.00022232939954847097"
img3.png,Waitress,"Wait, Server, Woman, Lady, Ser, Food, T, Car, D, Bart","0.7600840330123901, 0.0893716886639595, 0.03262214735150337, 0.020255552604794502, 0.009419707581400871, 0.00884899590164423, 0.00780921196565032, 0.006423682440072298, 0.0049252077005803585, 0.0049252077005803585"
img4.png,Tank,"T, Arm, Battle, Military, Army, C, Pan, Car, Bul, Rob","0.9524449110031128, 0.011263103224337101, 0.004079225938767195, 0.0035999042447656393, 0.0021496012341231108, 0.0015974479028955102, 0.001465900568291545, 0.00126368529163301, 0.00126368529163301, 0.0007144229020923376"
img5.png,Dress,"D, Sk, Woman, Sh, Draw, F, Cl, Lady, Out, P","0.7483537197113037, 0.03088824823498726, 0.030647872015833855, 0.02725878171622753, 0.01653328724205494, 0.0148203419521451, 0.011186981573700905, 0.0107584148645401, 0.009872476570308208, 0.0062264930456876755"
img6.png,Hamburger,"Hamb, Bur, Che, Sand, Bun, H, Hamburg, Hot, B, Burg","0.6517301201820374, 0.24736885726451874, 0.033217206597328186, 0.025073664262890816, 0.012124831788241863, 0.00801402423530817, 0.004898875020444393, 0.0015657744370400906, 0.000987521605566144, 0.0006948082591407001"
img7.png,Mirror,"Mir, Van, Chair, D, H, T, F, R, P, Frame","0.905686616897583, 0.010794167406857014, 0.007360982708632946, 0.0058686863631010056, 0.0021089566871523857, 0.002060102764517069, 0.002060102764517069, 0.0020123806316405535, 0.0019811815582215786, 0.0019811815582215786"
img8.png,Tiger,"T, Cat, Z, St, Lion, Tig, Black, C, P, K","0.9184440970420837, 0.04035361856222153, 0.01749199815094471, 0.005418768152594566, 0.003902992233633995, 0.002105506369844079, 0.0011008895235136151, 0.0006729602464474738, 0.0006522554322145879, 0.000642143189907074"
img9.png,Guitar,"Gu, Ac, Uk, Ban, Musical, C, U, Vi, A, Inst","0.9462018013000488, 0.03726598247885704, 0.003897238988429308, 0.0010326654883101583, 0.0008832856547087431, 0.0005792729207314551, 0.0005658540176227689, 0.0005570812500081956, 0.0003858789277728647, 0.0002590668445918709"
img10.png,Whale,"Wh, Dol, S, Sh, Or, H, Hi, K, Fish, Blue","0.9588755965232849, 0.018989501520991325, 0.005398244597017765, 0.0031487680971622467, 0.0027787783183157444, 0.0020014788024127483, 0.000902137253433466, 0.0005514653748832643, 0.0005471738404594362, 0.0003450982039794326"
