Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, S, Be, Pe, P, Se, F, G, E, Gra","0.333515465259552, 0.08906590938568115, 0.079216867685318, 0.05444490164518356, 0.049572646617889404, 0.04306946322321892, 0.03225753456354141, 0.025919655337929726, 0.01634732261300087, 0.01323846634477377"
img2.png,Umbrella,"Um, C, Par, Open, F, um, The, E, Un, An","0.9819914698600769, 0.001986665418371558, 0.0019105575047433376, 0.0013547880807891488, 0.0013131056912243366, 0.0009457945707254112, 0.000802685390226543, 0.0007840912439860404, 0.0005826871492899954, 0.0004609434981830418"
img3.png,Waitress,"Wait, Server, Lady, Food, Che, Bart, T, Woman, Ser, D","0.6701593995094299, 0.09069620817899704, 0.04816839098930359, 0.03362695872783661, 0.016134390607476234, 0.012370666489005089, 0.010336078703403473, 0.008568909950554371, 0.005708124954253435, 0.005362287163734436"
img4.png,Tank,"T, C, Arm, Sh, Sold, Car, Rob, W, Hel, Army","0.9517093300819397, 0.013364938087761402, 0.012953742407262325, 0.001895551336929202, 0.0009457255364395678, 0.0009383659926243126, 0.000902417697943747, 0.0007658719550818205, 0.0007423086208291352, 0.0006654011085629463"
img5.png,Dress,"D, F, Sk, Lady, Sh, Draw, Co, Cl, T, S","0.7883860468864441, 0.0380437895655632, 0.018686480820178986, 0.013459368608891964, 0.01089972909539938, 0.010159664787352085, 0.010080600157380104, 0.008163519203662872, 0.00797441229224205, 0.005926079582422972"
img6.png,Hamburger,"Hamb, Bur, Che, Sand, Bun, H, Hamburg, B, Hot, Draw","0.7052857279777527, 0.21176517009735107, 0.016076412051916122, 0.01582716964185238, 0.009904390200972557, 0.005822489969432354, 0.004864872433245182, 0.003848430933430791, 0.0020760728511959314, 0.0011921883560717106"
img7.png,Mirror,"Mir, C, H, F, P, Chair, Com, D, M, Looking","0.7944028973579407, 0.05078447610139847, 0.017144087702035904, 0.015488391742110252, 0.0053109899163246155, 0.0053109899163246155, 0.004723692312836647, 0.00404038792476058, 0.0034559271298348904, 0.0034023479092866182"
img8.png,Tiger,"T, Cat, Z, Lion, C, St, K, Black, Che, P","0.9261713624000549, 0.04198486730456352, 0.009151077829301357, 0.0034195082262158394, 0.001787931309081614, 0.0016927793622016907, 0.0008920319960452616, 0.0007111899903975427, 0.0006629019044339657, 0.0006425066385418177"
img9.png,Guitar,"Gu, Uk, Ac, C, S, U, Musical, Vi, Str, guitar","0.9789736866950989, 0.0027071048971265554, 0.0016039065085351467, 0.0009282698738388717, 0.0007755985134281218, 0.0007229373441077769, 0.0006582419155165553, 0.0005542953149415553, 0.0005457017105072737, 0.0004968671128153801"
img10.png,Whale,"Wh, Dol, S, Sh, W, Fish, C, D, Bo, H","0.9729127883911133, 0.012057291343808174, 0.004166888073086739, 0.0021787078585475683, 0.0006541666807606816, 0.00042901301640085876, 0.00041257779230363667, 0.0003188154078088701, 0.0002994993410538882, 0.0002813535975292325"
img11.png,Clock,"C, Stat, L, Cand, Light, F, Bell, Ch, S, Tro","0.34974807500839233, 0.15399198234081268, 0.07050266861915588, 0.0662311241030693, 0.03177804499864578, 0.011967720463871956, 0.011068331077694893, 0.010397735983133316, 0.010316819883883, 0.009999405592679977"
img12.png,Ghost,"Ghost, G, Ph, Spo, Hall, Gh, S, C, Spect, Ha","0.9086030125617981, 0.021704794839024544, 0.012175287120044231, 0.006267300341278315, 0.0049967276863753796, 0.003921976312994957, 0.0026537419762462378, 0.002115747658535838, 0.0019114186288788915, 0.0015479142311960459"
img13.png,Dinosaur,"Din, D, T, L, Ste, P, C, I, Bra, Sau","0.8827381730079651, 0.021926943212747574, 0.0180366113781929, 0.009212199598550797, 0.007818291895091534, 0.003840216202661395, 0.003233786206692457, 0.0027231210842728615, 0.002403145655989647, 0.0021207688841968775"
img14.png,Tree,"Tree, Tre, Oak, P, B, Forest, W, Draw, Map, The","0.9487550854682922, 0.020797614008188248, 0.00624457560479641, 0.0017613634699955583, 0.001298748073168099, 0.0011551304487511516, 0.000942789891269058, 0.0009209501440636814, 0.000878776831086725, 0.0006581734633073211"
img15.png,Pen,"Pen, P, In, C, Ball, Sh, B, Mark, F, Writing","0.8427358865737915, 0.06549448519945145, 0.03880420699715614, 0.007405911572277546, 0.005722845438867807, 0.003364287316799164, 0.0024806696455925703, 0.002442210679873824, 0.0019623711705207825, 0.0011446410790085793"
img16.png,Scissors,"Sc, C, S, K, She, T, M, P, sc, Sh","0.9741984009742737, 0.015381683595478535, 0.0024337361101061106, 0.0006448757485486567, 0.0006299372180365026, 0.0005825967527925968, 0.00047923100646585226, 0.0004196286899968982, 0.0003345571458339691, 0.00019977320334874094"
img17.png,C-stick,"C, Um, Walk, St, An, Can, H, P, Walker, Rain","0.7061892151832581, 0.1412467360496521, 0.06416422128677368, 0.01007324829697609, 0.006503778044134378, 0.00518526416271925, 0.0036769029684364796, 0.0033218050375580788, 0.0026277638971805573, 0.002111467532813549"
img18.png,Comb,"Com, Br, H, To, Raz, F, C, Sh, P, E","0.47432756423950195, 0.25991004705429077, 0.05490740016102791, 0.03773726895451546, 0.023249255493283272, 0.007787525188177824, 0.007035442627966404, 0.006713266484439373, 0.006557753775268793, 0.005970902740955353"
