Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, corn, Pe, pe, Be, , bean, F, P, S","0.5303682684898376, 0.16558904945850372, 0.07522221654653549, 0.025996100157499313, 0.006370618473738432, 0.005406673531979322, 0.005039574112743139, 0.004660843871533871, 0.004412798676639795, 0.004145440645515919"
img2.png,Umbrella,"Um, um, Par, um, , F, Sun, P, An, D","0.7921826839447021, 0.20665320754051208, 0.00025357824051752687, 5.441336543299258e-05, 5.232882176642306e-05, 4.618002276401967e-05, 3.858485433738679e-05, 2.1308580471668392e-05, 1.9861779946950264e-05, 1.6988682546070777e-05"
img3.png,Waitress,"Wait, wait, Wait, wait, Server, server, waiting, Woman, servers, Server","0.7486211061477661, 0.24304169416427612, 0.004521564114838839, 0.0019145505502820015, 0.00147945003118366, 0.00011231425014557317, 7.195120997494087e-05, 4.609367897501215e-05, 3.617934271460399e-05, 1.9670367692015134e-05"
img4.png,tank,"tank, Arm, T, Rob, C, War, Military, Bul, Sh, Draw","0.9990743398666382, 0.00016721358406357467, 0.00016591233725193888, 3.789794573094696e-05, 2.28073877224233e-05, 2.1762962205684744e-05, 1.6817111827549525e-05, 1.655638698139228e-05, 1.5432249711011536e-05, 1.4841049960523378e-05"
img5.png,Dress,"D, Sk, F, T, Woman, , Draw, Sh, W, Wed","0.6727600693702698, 0.03221158683300018, 0.0297908466309309, 0.016197001561522484, 0.015821799635887146, 0.015576506033539772, 0.009521727450191975, 0.007187376264482737, 0.006647236179560423, 0.0063428375869989395"
img6.png,Hamburger,"Hamb, bur, Hamburg, Bun, Bur, burger, , Burg, burg, Che","0.9579024910926819, 0.014431792311370373, 0.013663744553923607, 0.004505825228989124, 0.0015210997080430388, 0.0008872495382092893, 0.00042239410686306655, 0.0004126093699596822, 0.00035569147439673543, 0.00030903014703653753"
img7.png,Mirror,"Mir, mirror, mir, mir, reflect, reflection, reflected, Chair, magn, Frame","0.9142201542854309, 0.08503571897745132, 0.0007130680023692548, 2.8304311854299158e-05, 3.9747996538608277e-07, 3.53525990703929e-07, 1.0288192697771592e-07, 7.950099245590536e-08, 7.888231579045168e-08, 7.826844239389175e-08"
img8.png,Cat,"Cat, T, Z, Beng, cat, Tig, Leop, t, Lion, strip","0.48659878969192505, 0.19507372379302979, 0.048179805278778076, 0.04185933992266655, 0.040889669209718704, 0.03841228783130646, 0.026816098019480705, 0.018144682049751282, 0.00971214845776558, 0.005490750540047884"
img9.png,Ukulele,"Uk, uk, guitar, Gu, viol, Inst, , Ac, ac, Gib","0.5850687623023987, 0.11253810673952103, 0.091136135160923, 0.07614709436893463, 0.007138333283364773, 0.007027663756161928, 0.006705844309180975, 0.0060110799968242645, 0.004983359947800636, 0.0031924601644277573"
img10.png,Whale,"Wh, wh, Dol, dol, cet, Cet, Wh, wh, Oct, WH","0.9828579425811768, 0.006368742790073156, 0.005077604670077562, 0.0035447392147034407, 0.0006818314432166517, 0.0006256835767999291, 5.424616756499745e-05, 5.2989555115345865e-05, 3.502396066323854e-05, 2.8142543669673614e-05"
img11.png,Candle,"Cand, cand, Stat, lamp, C, Lan, Figure, L, T, Bell","0.5237388014793396, 0.23791907727718353, 0.025671156123280525, 0.015939584001898766, 0.007018104195594788, 0.005818212870508432, 0.005339091643691063, 0.004899425897747278, 0.0033151174429804087, 0.0032893193420022726"
img12.png,Ghost,"Ghost, g, Hall, Spo, Gh, Ha, Spect, Ph, Cart, appar","0.9514745473861694, 0.046636708080768585, 0.0006498267175629735, 0.0003318990347906947, 0.00011834224278572947, 7.700675632804632e-05, 6.586737436009571e-05, 5.3759384172735736e-05, 2.6612824512994848e-05, 2.2763155357097276e-05"
img13.png,Dinosaur,"Din, Jur, T, Tr, D, G, din, P, Ty, Bra","0.41204243898391724, 0.0817723274230957, 0.06076803058385849, 0.04048023372888565, 0.03685767576098442, 0.02892991714179516, 0.027821633964776993, 0.01853320188820362, 0.01838897541165352, 0.015606521628797054"
img14.png,Tree,"Tree, tree, Tree, tree, Forest, , Draw, C, Apple, trees","0.9696783423423767, 0.013940202072262764, 0.003038425464183092, 0.0014129990013316274, 0.0007988372817635536, 0.0006832817452959716, 0.0005198133294470608, 0.00029618068947456777, 0.0002533367369323969, 0.0002494091459084302"
