Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Westernaris ven division plate,"Western, Se, Pe, in, Far, , ch, b, provoc, T","0.02721267193555832, 0.009478207677602768, 0.0086976932361722, 0.008299395442008972, 0.00788846518844366, 0.0077057285234332085, 0.007267193403095007, 0.007016145624220371, 0.005234363488852978, 0.004765942692756653"
img2.png,um plane prem part principle,"um, aze, Cort, aton, Pref, elsewhere, WID, Pav, se, pret","0.011689743958413601, 0.007230028975754976, 0.004613673314452171, 0.004039867781102657, 0.0038851022254675627, 0.0032843886874616146, 0.0027549501974135637, 0.002659779042005539, 0.002618543105199933, 0.0025182284880429506"
img3.png,Waitressemonipeslik,"Wait, wait, wait, server, abase, Bowl, Wait, ect, ere, berger","0.0164989922195673, 0.009586256928741932, 0.006360928062349558, 0.0058371154591441154, 0.005613499321043491, 0.005504924338310957, 0.005111149046570063, 0.004896181169897318, 0.004528227262198925, 0.004287239164113998"
img4.png,tank drum lagfiAus,"tank, сти, dig, con, ray, olate, dig, icola, done, ins","0.06014109402894974, 0.007239164784550667, 0.0060485489666461945, 0.005275638308376074, 0.003874845802783966, 0.0034195396583527327, 0.0032375550363212824, 0.002694532508030534, 0.002601448679342866, 0.0025913063436746597"
img5.png,dress,"dress, dressed, du, vy, agn, dup, bert, ia, дина, reci","0.02976093627512455, 0.009183564223349094, 0.008041397668421268, 0.004820531699806452, 0.003919064532965422, 0.003431647317484021, 0.0031123689841479063, 0.002889737021178007, 0.0028227961156517267, 0.0027790325693786144"
img6.png,Bunendorfelesopsfi,"Bun, Hamb, bur, pat, rike, prov, Чи, oning, ales, burg","0.043414849787950516, 0.012783371843397617, 0.010392807424068451, 0.006014895625412464, 0.004487385507673025, 0.0040858108550310135, 0.004069881979376078, 0.00359165808185935, 0.0028412356041371822, 0.0025970996357500553"
img7.png,iderama storm surge,"ider, ore, mirror, Dum, se, center, Mir, ab, Pam, urt","0.012901809997856617, 0.007097278255969286, 0.005462970118969679, 0.004935381934046745, 0.0048588658683001995, 0.004528961144387722, 0.004493716172873974, 0.00249137869104743, 0.002481665927916765, 0.0024336662609130144"
img8.png,one guard stri Ehrenoy,"one, One, T, Col, Bun, Circle, stri, ri, l, demand","0.04985583946108818, 0.017162544652819633, 0.010050005279481411, 0.009971794672310352, 0.009515153244137764, 0.0067736622877418995, 0.0067736622877418995, 0.006694746669381857, 0.0055501400493085384, 0.005528501700609922"
img9.png,guitar打avenarodleben,"guitar, instrument, Gu, zor, accommod, pat, Nad, ais, re, adi","0.016031168401241302, 0.013033249415457249, 0.011866907589137554, 0.009838012047111988, 0.00802955124527216, 0.005164057016372681, 0.004889230243861675, 0.00487016886472702, 0.004434338770806789, 0.004264462739229202"
img10.png,wh tap enfowelhead,"wh, Wh, ..., Hamb, che, relative, dol, che, Che, sw","0.09493529796600342, 0.042292166501283646, 0.010203459300100803, 0.007465010043233633, 0.007151042111217976, 0.0035957698710262775, 0.003581751137971878, 0.003458017949014902, 0.0032232271041721106, 0.002969376277178526"
