Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, Pe, Se, Be, P, E, F, Leg, G, Gra","0.38367679715156555, 0.10822100937366486, 0.0704207494854927, 0.05111998692154884, 0.04441381245851517, 0.040756408125162125, 0.019708510488271713, 0.016338929533958435, 0.014876763336360455, 0.010145071893930435"
img2.png,Umbrella,"Um, Par, Open, Sun, U, Un, St, F, P, Can","0.9838089346885681, 0.0060829767026007175, 0.003927465062588453, 0.0004582028486765921, 0.00035407167160883546, 0.00026312374393455684, 0.00020814801973756403, 0.0001940152869792655, 0.0001766529312590137, 0.00015347872977145016"
img3.png,Waitress,"Wait, Server, Woman, Lady, Ser, Car, T, Girl, Host, Che","0.8120140433311462, 0.05701233446598053, 0.03148520365357399, 0.02097366750240326, 0.010966336354613304, 0.010301919654011726, 0.008950461633503437, 0.007537045516073704, 0.0027511464431881905, 0.0027084937319159508"
img4.png,Tank,"T, Arm, Battle, Military, Pan, Draw, Rob, Car, Army, Cart","0.9503867626190186, 0.015005720779299736, 0.0026694410480558872, 0.002607603557407856, 0.0019993188325315714, 0.0019077634206041694, 0.0013848876114934683, 0.0013111853040754795, 0.0011753389844670892, 0.0009370619663968682"
img5.png,Dress,"D, Draw, Woman, Sh, Out, F, Sk, Cl, Lady, Un","0.8211177587509155, 0.023845702409744263, 0.02257665805518627, 0.015157250687479973, 0.012863791547715664, 0.012763685546815395, 0.011990373022854328, 0.0078022838570177555, 0.004695496987551451, 0.004480474628508091"
img6.png,Hamburger,"Hamb, Bur, Sand, Che, Bun, H, Hamburg, Hot, B, Draw","0.6674508452415466, 0.24940817058086395, 0.027121877297759056, 0.016972439363598824, 0.012612844817340374, 0.007650077808648348, 0.0031642094254493713, 0.0021917836274951696, 0.0014262208715081215, 0.000913671450689435"
img7.png,Mirror,"Mir, Chair, D, Bath, Do, Frame, Van, H, F, Picture","0.9504114389419556, 0.004401278682053089, 0.0023375011514872313, 0.0015329706948250532, 0.0013849235838279128, 0.0013634524075314403, 0.001311219297349453, 0.0011845880653709173, 0.0010785795748233795, 0.0009975230786949396"
img8.png,Tiger,"T, Cat, Z, St, Black, Lion, Tig, P, Leop, C","0.9146419167518616, 0.049237605184316635, 0.014106810092926025, 0.008690953254699707, 0.001441101310774684, 0.0014187591150403023, 0.0012520506279543042, 0.0007476335158571601, 0.00048270850675180554, 0.0004570192249957472"
img9.png,Guitar,"Gu, Ac, Uk, Ban, Musical, U, P, Vi, Harm, Bass","0.972610592842102, 0.011412067338824272, 0.004757257644087076, 0.0011037724325433373, 0.0009589741821400821, 0.0005506925517693162, 0.0004356336430646479, 0.00042223057243973017, 0.00028347221086733043, 0.00027049105847254395"
img10.png,Whale,"Wh, Dol, Sh, H, S, Fish, Hi, Se, W, Draw","0.9787728786468506, 0.010538652539253235, 0.0022090214770287275, 0.0015664307866245508, 0.0011640724260360003, 0.0006428618798963726, 0.0002722048375289887, 0.0001841830089688301, 0.00015032578085083514, 0.0001457007456338033"
