Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,",,,,,",",, :, , for, ., ;, by, is, and, s","0.40769556164741516, 0.058734118938446045, 0.045033007860183716, 0.039125360548496246, 0.018993835896253586, 0.013416137546300888, 0.01147543080151081, 0.010907243005931377, 0.00993115734308958, 0.006288017146289349"
img2.png,",,,,,",",, :, , for, ., ;, is, by, and, s","0.36444735527038574, 0.05632816255092621, 0.04597370699048042, 0.045260947197675705, 0.02266990765929222, 0.013966524973511696, 0.01218181848526001, 0.01171514205634594, 0.008210496045649052, 0.007161321584135294"
img3.png,",,,,,",",, :, , for, ., ;, is, by, and, in","0.39672940969467163, 0.05203957483172417, 0.04451180621981621, 0.04348069429397583, 0.02169332280755043, 0.013364867307245731, 0.012506184168159962, 0.012457427568733692, 0.009149719960987568, 0.006539009977132082"
img4.png,",,,,,",",, :, for, , ., ;, is, by, and, s","0.37734144926071167, 0.05652669072151184, 0.04506700858473778, 0.04334051534533501, 0.02087639644742012, 0.012368855066597462, 0.012368855066597462, 0.01208233181387186, 0.010254142805933952, 0.006724829785525799"
img5.png,",,,,,",",, :, , for, ., ;, by, is, and, s","0.38041654229164124, 0.056987352669239044, 0.04543427750468254, 0.04104645177721977, 0.018573494628071785, 0.014578503556549549, 0.012372615747153759, 0.010019649751484394, 0.008241938427090645, 0.0064944918267428875"
img6.png,",,,,,",",, :, , for, ., ;, by, is, and, in","0.3849840760231018, 0.05633561313152313, 0.04707016795873642, 0.044914666563272476, 0.020403407514095306, 0.012868267484009266, 0.011854804120957851, 0.01153504103422165, 0.008878838270902634, 0.006598191801458597"
img7.png,",,,,,",",, :, , for, ., ;, by, is, and, s","0.39487212896347046, 0.05823574960231781, 0.04361656308174133, 0.035878006368875504, 0.017830412834882736, 0.01356466393917799, 0.011693472042679787, 0.009885430335998535, 0.009178310632705688, 0.006210356019437313"
img8.png,",,,,,",",, :, , for, ., is, by, ;, and, s","0.38850241899490356, 0.054247092455625534, 0.04713069275021553, 0.042912982404232025, 0.019878586754202843, 0.013715813867747784, 0.013190368190407753, 0.01243970263749361, 0.00924440287053585, 0.007087928708642721"
img9.png,",,,,,",",, :, for, , ., ;, by, is, and, in","0.3758155405521393, 0.055859994143247604, 0.047407761216163635, 0.04488476738333702, 0.023652609437704086, 0.0142343919724226, 0.012270811945199966, 0.011893277987837791, 0.008667385205626488, 0.006441053934395313"
img10.png,",,,,,",",, :, , for, ., is, ;, by, and, s","0.35900425910949707, 0.05860583856701851, 0.04493465647101402, 0.037252139300107956, 0.01880486309528351, 0.015773547813296318, 0.013439229689538479, 0.011495182290673256, 0.007808471564203501, 0.006944998633116484"
img11.png,",,,,,",",, :, for, , ., ;, by, is, and, s","0.35671162605285645, 0.05688264220952988, 0.045706480741500854, 0.03909482806921005, 0.018039299175143242, 0.013939689844846725, 0.012942563742399216, 0.012158415280282497, 0.007819457910954952, 0.006382055580615997"
