Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, Pe, Be, Se, P, S, K, G, F, E","0.3661166727542877, 0.24579910933971405, 0.06564110517501831, 0.03682132065296173, 0.02452828735113144, 0.01685803011059761, 0.01596086099743843, 0.014993841759860516, 0.012925500050187111, 0.00867776945233345"
img2.png,Umbrella,"Um, Par, Open, Sun, St, F, Pat, Un, U, Can","0.9831010699272156, 0.009943926706910133, 0.0011421351227909327, 0.0009468633215874434, 0.0004761127638630569, 0.0003456207923591137, 0.00030981251620687544, 0.00020002997189294547, 0.00018499749421607703, 0.00016583067190367728"
img3.png,Waitress,"Wait, Server, Woman, Lady, T, Ser, Car, D, Food, Bart","0.8738099932670593, 0.050073299556970596, 0.01991778239607811, 0.015511984936892986, 0.005402843933552504, 0.0037133165169507265, 0.0034611914306879044, 0.0032769902609288692, 0.0018526423955336213, 0.0016737228725105524"
img4.png,Tank,"T, Arm, Bul, Military, Rob, Draw, C, Battle, Track, Car","0.962459921836853, 0.0109455157071352, 0.002969051245599985, 0.0021385273430496454, 0.001829179236665368, 0.0016269057523459196, 0.000971469737123698, 0.0008776498143561184, 0.0008640431333333254, 0.0007867201929911971"
img5.png,Dress,"D, Sh, Sk, Draw, Woman, Cl, Out, T, Dra, Lady","0.9096712470054626, 0.010757285170257092, 0.009718397632241249, 0.008918103761970997, 0.00805683434009552, 0.0048109558410942554, 0.004626650828868151, 0.0033065180759876966, 0.0025154664181172848, 0.0021515924017876387"
img6.png,Hamburger,"Hamb, Bur, Che, Sand, Bun, H, Hamburg, B, Hot, Me","0.5206654667854309, 0.3750212788581848, 0.023236695677042007, 0.02082923986017704, 0.020346730947494507, 0.009839036501944065, 0.0060616545379161835, 0.0034002799075096846, 0.0017503141425549984, 0.0015206991229206324"
img7.png,Mirror,"Mir, D, Chair, T, H, Frame, O, Van, F, Bath","0.9727005958557129, 0.0016964093083515763, 0.001069911872036755, 0.0009590629488229752, 0.0008203299366869032, 0.0007586812134832144, 0.0007527770940214396, 0.0007239386904984713, 0.000659153622109443, 0.0006048734067007899"
img8.png,Tiger,"T, Cat, Z, St, Lion, Black, Tig, K, P, S","0.9109269380569458, 0.05220027267932892, 0.01832401752471924, 0.0036937794648110867, 0.0035246291663497686, 0.0012666020775213838, 0.00101774325594306, 0.0006221339572221041, 0.0005321393837220967, 0.0004587328585330397"
img9.png,Guitar,"Gu, Ac, Uk, C, U, Ban, G, guitar, Fl, Musical","0.9793771505355835, 0.009983954951167107, 0.0020603055600076914, 0.0011201687157154083, 0.0008588631171733141, 0.00045258906902745366, 0.00024036825925577432, 0.00022057429305277765, 0.00021715460752602667, 0.00020883555407635868"
img10.png,Whale,"Wh, Dol, Sh, S, Or, H, Se, Fish, D, Hi","0.9646672010421753, 0.018516425043344498, 0.003617726033553481, 0.002884302753955126, 0.0017769673140719533, 0.0010947578120976686, 0.0008525982848368585, 0.0005419444642029703, 0.00031121252686716616, 0.0003063876065425575"
img11.png,Candle,"Cand, Stat, L, C, Ch, V, F, P, Figure, T","0.49877747893333435, 0.1451525092124939, 0.08600002527236938, 0.019644256681203842, 0.014828263781964779, 0.014260202646255493, 0.010680397041141987, 0.009724613279104233, 0.007398094981908798, 0.007114678155630827"
img12.png,Ghost,"Ghost, G, Ph, Hall, Gh, Spo, S, Spect, F, Bat","0.9501307010650635, 0.012731758877635002, 0.006709165871143341, 0.005266083870083094, 0.004037647042423487, 0.0022826786153018475, 0.0016186615685001016, 0.0015811651246622205, 0.0012028870405629277, 0.0011388706043362617"
img13.png,Dinosaur,"Din, D, P, T, Di, G, Ste, Sau, L, Un","0.9723993539810181, 0.005560589022934437, 0.0019067336106672883, 0.0016056306194514036, 0.0014169638743624091, 0.0013311145594343543, 0.000852743920404464, 0.0007180824177339673, 0.0006641176296398044, 0.0005999802961014211"
img14.png,Tree,"Tree, Tre, P, B, Oak, Branch, Tr, Dec, Plant, Draw","0.9610291123390198, 0.021905872970819473, 0.0028959615156054497, 0.0026783267967402935, 0.0018552227411419153, 0.0006615000311285257, 0.0004993263864889741, 0.00037397819687612355, 0.00037106790114194155, 0.000324917898979038"
img15.png,Pen,"Pen, P, In, Mark, Ball, Writing, F, St, I, Qu","0.8868900537490845, 0.08121468126773834, 0.013678784482181072, 0.0022156229242682457, 0.001970615703612566, 0.0009831766365095973, 0.0008676504367031157, 0.0008541986462660134, 0.0005429617594927549, 0.0005140658468008041"
img16.png,Scissors,"Sc, She, P, S, C, T, St, N, Com, H","0.9950183629989624, 0.0009965173667296767, 0.0006535319844260812, 0.0005169863579794765, 0.0004707214538939297, 0.00033119390718638897, 7.86654491093941e-05, 6.470843072747812e-05, 6.470843072747812e-05, 6.27175613772124e-05"
img17.png,Cane,"C, Um, Can, Walk, St, P, Handle, Walker, B, Sh","0.6669382452964783, 0.1465068906545639, 0.08748325705528259, 0.059194132685661316, 0.013841861858963966, 0.002812144812196493, 0.0015898424899205565, 0.0015170383267104626, 0.000971851171925664, 0.0009567841188982129"
