Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,.....,"., ,, e, s, ;, a, at, !, -, ","0.04099740833044052, 0.02110365964472294, 0.01862391270697117, 0.017840616405010223, 0.016435546800494194, 0.016117654740810394, 0.014168326742947102, 0.012024501338601112, 0.00943814031779766, 0.008901013992726803"
img2.png,.....,"., ;, ,, !, at, e, a, s, , -","0.04744269326329231, 0.02599645033478737, 0.023949051275849342, 0.02040484920144081, 0.018290787935256958, 0.017867080867290497, 0.017867080867290497, 0.013592558912932873, 0.012424604035913944, 0.011137343943119049"
img3.png,.....,"., ,, e, a, ;, s, at, !, , ?","0.04146178811788559, 0.021342700347304344, 0.02044505439698696, 0.019661815837025642, 0.017556026577949524, 0.016364015638828278, 0.015614653006196022, 0.013460671529173851, 0.011115782894194126, 0.008896960876882076"
img4.png,.....,"., ,, ;, a, e, s, at, !, -, :","0.049834251403808594, 0.02918182872235775, 0.021101150661706924, 0.020774004980921745, 0.020292777568101883, 0.015377743169665337, 0.014846512116491795, 0.014846512116491795, 0.009967477060854435, 0.009698621928691864"
img5.png,.....,"., ,, ;, e, !, at, a, s, , ?","0.05026213452219963, 0.021617475897073746, 0.0209523756057024, 0.0183465126901865, 0.015032593160867691, 0.013794682919979095, 0.013009626418352127, 0.012511235661804676, 0.010869949124753475, 0.010013866238296032"
img6.png,.....,"., !, ;, a, ,, e, at, s, , ?","0.044777918606996536, 0.021400919184088707, 0.02123437635600567, 0.02082366682589054, 0.020420899614691734, 0.01948576048016548, 0.01739882491528988, 0.01365649327635765, 0.011146105825901031, 0.010677315294742584"
img7.png,.....,"., ,, e, ;, a, !, s, at, , -","0.046340424567461014, 0.02267291210591793, 0.02024463191628456, 0.018361084163188934, 0.015522098168730736, 0.015401302836835384, 0.014299626462161541, 0.013968376442790031, 0.011136560700833797, 0.010299635119736195"
img8.png,.....,"., ,, at, e, ;, a, s, !, , -","0.04916629567742348, 0.023043779656291008, 0.019633546471595764, 0.0180167555809021, 0.01794651336967945, 0.01705791987478733, 0.015053561888635159, 0.013652986846864223, 0.011186856776475906, 0.010305815376341343"
img9.png,.....,"., ,, a, e, ;, at, s, !, , ?","0.04350719600915909, 0.027332667261362076, 0.02450084686279297, 0.020311914384365082, 0.020153846591711044, 0.016773518174886703, 0.016194069758057594, 0.01563463918864727, 0.010293577797710896, 0.009557262994349003"
img10.png,.....,"., ,, ;, a, !, at, e, s, , :","0.05750558152794838, 0.041907962411642075, 0.02737676165997982, 0.024254467338323593, 0.01948901265859604, 0.01837988942861557, 0.016866331920027733, 0.01459659356623888, 0.012533995322883129, 0.010554681532084942"
img11.png,.....,"., ,, a, e, ;, s, !, at, , ?","0.054599303752183914, 0.02549041248857975, 0.0225832536816597, 0.017795175313949585, 0.01765669323503971, 0.0159514918923378, 0.015280593186616898, 0.01407714281231165, 0.011444635689258575, 0.009637349285185337"
img12.png,.....,"., ,, ;, !, at, a, e, :, s, -","0.04935193061828613, 0.038736771792173386, 0.03112586960196495, 0.018878795206546783, 0.017874084413051605, 0.017596973106265068, 0.01718933694064617, 0.015651071444153786, 0.01516953855752945, 0.010883611626923084"
img13.png,.....,"., ,, ;, a, e, at, !, s, :, ","0.0593029148876667, 0.03005325421690941, 0.024054326117038727, 0.01947978511452675, 0.018733523786067963, 0.01815715618431568, 0.01621251367032528, 0.01553063653409481, 0.010969936847686768, 0.01084213238209486"
img14.png,.....,"., ,, ;, at, !, a, e, s, -, 0","0.05012253671884537, 0.032488200813531876, 0.025901850312948227, 0.01924862340092659, 0.018950199708342552, 0.018511218950152397, 0.016854658722877502, 0.01595766842365265, 0.01375636924058199, 0.01149387750774622"
img15.png,.....,"., e, ,, a, ;, !, s, at, t, ","0.035937510430812836, 0.019692132249474525, 0.019235964864492416, 0.016975678503513336, 0.01557775866240263, 0.01480644941329956, 0.013169130310416222, 0.01180473156273365, 0.0100185452029109, 0.00930190458893776"
img16.png,.....,"., ,, a, ;, e, s, at, !, , s","0.04537295550107956, 0.02709342911839485, 0.022904250770807266, 0.022199561819434166, 0.01906261034309864, 0.015927406027913094, 0.014615810476243496, 0.014166127890348434, 0.010323754511773586, 0.009039781056344509"
img17.png,.....,"., e, ,, ;, !, a, at, s, , :","0.0391208678483963, 0.020137697458267212, 0.01951812580227852, 0.01877039670944214, 0.0173597801476717, 0.016760079190135002, 0.01537991315126419, 0.011654804460704327, 0.011252184398472309, 0.009401552379131317"
img18.png,.....,"., ,, e, ;, a, at, !, s, -, ","0.047757700085639954, 0.024679772555828094, 0.018629271537065506, 0.018412234261631966, 0.018268948420882225, 0.01669917069375515, 0.016569215804338455, 0.013736363500356674, 0.010288060642778873, 0.009893931448459625"
img19.png,.....,"., ,, e, ;, a, !, s, at, , t","0.03707236051559448, 0.020553432404994965, 0.02047330141067505, 0.01820933073759079, 0.017173035070300102, 0.014978587627410889, 0.014292668551206589, 0.012662602588534355, 0.010579999536275864, 0.008874519728124142"
img20.png,.....,"., ,, !, ;, a, at, s, e, -, :","0.04726070538163185, 0.02980695106089115, 0.024518530815839767, 0.021637529134750366, 0.020971810445189476, 0.020168393850326538, 0.020089764147996902, 0.0185799952596426, 0.011672570370137691, 0.011225401423871517"
img21.png,.....,"., ,, ;, e, a, at, !, s, , -","0.048338815569877625, 0.02537345699965954, 0.02283363975584507, 0.017713528126478195, 0.01737091690301895, 0.01606547087430954, 0.015632133930921555, 0.013687953352928162, 0.011436712928116322, 0.011347712017595768"
img22.png,.....,"., ,, e, a, ;, at, s, !, , ?","0.044217079877853394, 0.022320764139294624, 0.020968418568372726, 0.018504563719034195, 0.01645829901099205, 0.01498545240610838, 0.014927028678357601, 0.014077529311180115, 0.011534715071320534, 0.00891333632171154"
