,Base,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Base_
1,Taxonomic,Nonword,Nonword,Nonword,Nonword,NoResponse,Phonological;Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological;Taxonomic,Unrelated,Nonword,Nonword,Nonword,NoResponse,,,,,,,,,,,,,,,,Taxonomic
2,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Phonological;Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Nonword,Phonological;Nonword,Unrelated,Unrelated,Phonological;Nonword,Phonological;Unrelated,Phonological;Nonword,,,,,,,,,,,,,,,,Correct
3,Correct,NoResponse,Nonword,Nonword,Nonword,NoResponse,Phonological;Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Unrelated,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Nonword,Nonword,Nonword,Nonword,Taxonomic,Taxonomic,,,,,,,,,,,,,,,,Correct
4,Correct,NoResponse,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Nonword,Phonological;Unrelated,Unrelated,Unrelated,Nonword,Phonological;Nonword,Nonword,NoResponse,,,,,,,,,,,,,,,,Correct
5,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Unrelated,Correct,Correct,Correct,Nonword,Correct,Taxonomic,Thematic,Nonword,Phonological;Nonword,Nonword,,,,,,,,,,,,,,,,Correct
6,Correct,NoResponse,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Unrelated,Nonword,Unrelated,Taxonomic,Nonword,Taxonomic,Correct,Correct,,,,,,,,,,,,,,,,Correct
7,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Taxonomic,Nonword,Unrelated,Unrelated,Nonword,Phonological;Nonword,Unrelated,Phonological;Nonword,Unrelated,Nonword,Nonword,Correct,Phonological;Nonword,,,,,,,,,,,,,,,,Correct
8,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Nonword,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Unrelated,Phonological;Nonword,Nonword,Taxonomic,Correct,Nonword,Phonological;Nonword,Taxonomic,Taxonomic,,,,,,,,,,,,,,,,Correct
9,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Taxonomic,Unrelated,Unrelated,Unrelated,Phonological;Nonword,NoResponse,Phonological;Nonword,Phonological;Nonword,Correct,,,,,,,,,,,,,,,,Correct
10,Correct,Nonword,Nonword,Phonological;Nonword,Phonological;Nonword,NoResponse,Nonword,Nonword,NoResponse,Nonword,Nonword,Unrelated,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Phonological;Nonword,Unrelated,Unrelated,Taxonomic,Correct,Nonword,Phonological;Nonword,Phonological;Nonword,Correct,,,,,,,,,,,,,,,,Correct
11,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Nonword,Phonological;Unrelated,Nonword,Phonological;Nonword,Taxonomic,Phonological;Nonword,,,,,,,,,,,,,,,,Correct
12,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Nonword,Nonword,Nonword,Unrelated,Unrelated,Nonword,Taxonomic,Nonword,Unrelated,Phonological;Nonword,Correct,Correct,,,,,,,,,,,,,,,,Correct
13,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,NoResponse,Nonword,Nonword,Unrelated,Taxonomic,Unrelated,NoResponse,Unrelated,Nonword,Nonword,Nonword,Nonword,Taxonomic,Phonological;Nonword,NoResponse,Phonological;Nonword,Phonological;Nonword,Unrelated,,,,,,,,,,,,,,,,Correct
14,Correct,NoResponse,Nonword,Nonword,Nonword,NoResponse,Phonological;Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Unrelated,Nonword,Phonological;Nonword,Unrelated,Unrelated,Phonological;Taxonomic,Unrelated,Correct,Correct,Correct,Correct,Correct,Phonological;Nonword,Correct,Correct,,,,,,,,,,,,,,,,Correct
15,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological;Unrelated,Phonological;Unrelated,Nonword,Thematic;Taxonomic,Phonological;Nonword,Phonological;Unrelated,Unrelated,Phonological;Nonword,Phonological;Thematic;Taxonomic,Nonword,Phonological;Nonword,Phonological;Nonword,Phonological;Nonword,,,,,,,,,,,,,,,,Correct
16,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Phonological;Nonword,Taxonomic,Thematic;Taxonomic,Nonword,Nonword,Nonword,Nonword,,,,,,,,,,,,,,,,Correct
17,Unrelated,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Phonological;Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Unrelated,Taxonomic,Nonword,Nonword,Nonword,NoResponse,,,,,,,,,,,,,,,,Unrelated
18,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Nonword,Unrelated,Nonword,Taxonomic,Unrelated,Nonword,Nonword,Nonword,Correct,,,,,,,,,,,,,,,,Correct
19,Correct,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Unrelated,Nonword,Taxonomic,NoResponse,Nonword,NoResponse,Nonword,,,,,,,,,,,,,,,,Correct
20,Nonword,Nonword,Nonword,Phonological;Nonword,Phonological;Nonword,NoResponse,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Nonword,Nonword,Unrelated,Nonword,Nonword,Nonword,Nonword,NoResponse,,,,,,,,,,,,,,,,Nonword
21,Correct,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Nonword,Unrelated,Phonological;Nonword,Nonword,Nonword,Phonological;Nonword,Generalization;Taxonomic,,,,,,,,,,,,,,,,Correct
