,Base,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Base_
1,Taxonomic,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Phonological;Unrelated,Taxonomic,Nonword,Nonword,Taxonomic,Nonword,Taxonomic,Nonword,Nonword,Nonword,NoResponse,NoResponse,,,,,,,,,,,,,,,Taxonomic
2,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Unrelated,Nonword,Nonword,Phonological;Nonword,Phonological;Unrelated,Phonological;Unrelated,Phonological;Nonword,Correct,Phonological;Nonword,Phonological;Nonword,Correct,Phonological;Nonword,,,,,,,,,,,,,,,Correct
3,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Unrelated,Nonword,Nonword,Nonword,Taxonomic,Taxonomic,Nonword,Unrelated,Taxonomic,Nonword,Nonword,Taxonomic,,,,,,,,,,,,,,,Correct
4,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Unrelated,Nonword,Nonword,Correct,Unrelated,Unrelated,Phonological;Nonword,Unrelated,Correct,Taxonomic,Correct,Taxonomic,Phonological;Nonword,Nonword,Correct,,,,,,,,,,,,,,,Correct
5,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Correct,Unrelated,Nonword,Correct,Correct,Nonword,Correct,Taxonomic,Generalization;Taxonomic,Phonological;Nonword,Phonological;Nonword,NoResponse,,,,,,,,,,,,,,,Correct
6,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Taxonomic,Unrelated,Nonword,Unrelated,Unrelated,Taxonomic,Unrelated,Correct,Correct,Phonological;Nonword,Correct,Correct,,,,,,,,,,,,,,,Correct
7,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Unrelated,Unrelated,Nonword,Taxonomic,Phonological;Nonword,Phonological;Nonword,Taxonomic,Thematic;Taxonomic,Correct,Phonological;Nonword,Correct,Phonological;Nonword,,,,,,,,,,,,,,,Correct
8,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Nonword,Nonword,Nonword,Correct,Taxonomic,Correct,Taxonomic,Phonological;Nonword,Taxonomic,Taxonomic,,,,,,,,,,,,,,,Correct
9,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Phonological;Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Unrelated,Nonword,Nonword,Nonword,Unrelated,Phonological;Nonword,Unrelated,Phonological;Nonword,Unrelated,Phonological;Nonword,Phonological;Nonword,Correct,,,,,,,,,,,,,,,Correct
10,Correct,Nonword,Phonological;Nonword,Phonological;Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Unrelated,Nonword,Unrelated,Unrelated,Nonword,Unrelated,Correct,Unrelated,Correct,Nonword,Phonological;Nonword,Phonological;Nonword,Correct,,,,,,,,,,,,,,,Correct
11,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Phonological;Taxonomic,Phonological;Taxonomic,Unrelated,Nonword,Phonological;Taxonomic,Unrelated,Nonword,Phonological;Unrelated,Unrelated,Phonological;Nonword,Taxonomic,Phonological;Nonword,,,,,,,,,,,,,,,Correct
12,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Phonological;Taxonomic,Nonword,Taxonomic,Nonword,Phonological;Unrelated,Nonword,Nonword,Unrelated,Nonword,Phonological;Taxonomic,Taxonomic,Correct,Phonological;Nonword,Correct,Correct,,,,,,,,,,,,,,,Correct
13,Correct,Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Unrelated,Nonword,Nonword,Nonword,Phonological;Nonword,Nonword,Nonword,Unrelated,Unrelated,Correct,Nonword,Phonological;Nonword,Phonological;Nonword,Phonological;Nonword,Nonword,,,,,,,,,,,,,,,Correct
14,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Phonological;Nonword,Phonological;Nonword,Phonological;Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Correct,Correct,Unrelated,Phonological;Taxonomic,Correct,Correct,Correct,Correct,Correct,Correct,Phonological;Nonword,Correct,Correct,,,,,,,,,,,,,,,Correct
15,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological;Unrelated,Nonword,Unrelated,Thematic;Taxonomic,Phonological;Nonword,Phonological;Unrelated,Unrelated,Nonword,Phonological;Nonword,Phonological;Thematic;Taxonomic,Phonological;Thematic;Taxonomic,Unrelated,Phonological;Nonword,Correct,Phonological;Nonword,,,,,,,,,,,,,,,Correct
16,Correct,Nonword,Nonword,Nonword,Nonword,Nonword,NoResponse,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Nonword,Phonological;Nonword,Phonological;Nonword,Thematic;Taxonomic,Nonword,Thematic;Taxonomic,Unrelated,Taxonomic,Thematic;Taxonomic,Taxonomic,Taxonomic,Nonword,Nonword,Nonword,,,,,,,,,,,,,,,Correct
