Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, Pe, Be, P, F, C, Picture, E, Food, S","0.22356505692005157, 0.1168937012553215, 0.08552125096321106, 0.04686178267002106, 0.029097143560647964, 0.025478307157754898, 0.02283860743045807, 0.020155001431703568, 0.017374694347381592, 0.013321641832590103"
img2.png,Umbrella,"Um, Open, Par, No, U, None, "", The, Un, An","0.8864038586616516, 0.01585896871984005, 0.013564894907176495, 0.004874647129327059, 0.004369605332612991, 0.003650941886007786, 0.003538614371791482, 0.003429742529988289, 0.0029107844457030296, 0.0022492799907922745"
img3.png,Woman,"Woman, Wait, T, Food, Ser, Pl, Car, C, Man, Lady","0.1691516488790512, 0.1678352952003479, 0.14355714619159698, 0.1058524027466774, 0.03715768828988075, 0.024752354249358177, 0.02184387668967247, 0.019734296947717667, 0.017968283966183662, 0.014896230772137642"
img4.png,Tank,"T, Arm, Track, Military, Battle, Army, Ch, Pan, Main, M","0.7776274681091309, 0.045263342559337616, 0.010258663445711136, 0.010178829543292522, 0.009413879364728928, 0.007105968426913023, 0.006833742838352919, 0.005038886331021786, 0.005038886331021786, 0.005038886331021786"
img5.png,Dress,"D, F, Sh, Sk, Cl, No, None, Co, Woman, The","0.584136962890625, 0.03883018717169762, 0.029772136360406876, 0.015935877338051796, 0.014970370568335056, 0.013314924202859402, 0.011125034652650356, 0.009590379893779755, 0.00929531455039978, 0.008664186112582684"
img6.png,Hamburger,"Hamb, Bur, H, Che, Hamburg, No, Hot, B, Sand, ""","0.6256473064422607, 0.19381649792194366, 0.019041089341044426, 0.01494552381336689, 0.010934378951787949, 0.008383679203689098, 0.007753635756671429, 0.007753635756671429, 0.007398570422083139, 0.006632036063820124"
img7.png,Mirror,"Mir, Van, No, Picture, Bath, F, Bed, D, Chair, P","0.7557093501091003, 0.015320922248065472, 0.009969513863325119, 0.008395172655582428, 0.007408713921904564, 0.007293852511793375, 0.005091929342597723, 0.004783425014466047, 0.0045643760822713375, 0.004493611864745617"
img8.png,Tiger,"T, Tig, Lion, Cat, Z, St, Black, No, Leop, Pan","0.7747799754142761, 0.025297462940216064, 0.020011940971016884, 0.01879947818815708, 0.014527111314237118, 0.01149189006537199, 0.009527112357318401, 0.007715289946645498, 0.005557114724069834, 0.0053442250937223434"
img9.png,Guitar,"Gu, G, Ac, No, , String, C, Uk, U, Picture","0.7478854060173035, 0.04781071096658707, 0.026610668748617172, 0.007505883928388357, 0.007162165362387896, 0.006271401420235634, 0.00598421273753047, 0.005845588631927967, 0.005534491501748562, 0.00477103004232049"
img10.png,Whale,"Wh, S, Sh, Dol, H, Or, Hi, Blue, No, Ele","0.8489479422569275, 0.0238953847438097, 0.019965341314673424, 0.013829587027430534, 0.011829073540866375, 0.00529028894379735, 0.005087621510028839, 0.0046686637215316296, 0.0035517318174242973, 0.002479508286342025"
img11.png,Candle,"Cand, L, Stat, C, P, Light, Ch, V, Top, No","0.12069562822580338, 0.10243305563926697, 0.05612868443131447, 0.03485109284520149, 0.025102300569415092, 0.019096823409199715, 0.01822231523692608, 0.01646248996257782, 0.015465077012777328, 0.014302858151495457"
img12.png,Ghost,"Ghost, Hall, G, Spo, S, Ph, No, Bo, Ha, ""","0.5860674381256104, 0.1101188138127327, 0.05081148445606232, 0.02762572653591633, 0.020369933918118477, 0.01783650740981102, 0.010567781515419483, 0.010322979651391506, 0.009472898207604885, 0.006930519826710224"
img13.png,Dinosaur,"Din, Tr, T, I, P, D, Ste, G, No, Ty","0.5507453083992004, 0.10844817757606506, 0.05989077687263489, 0.026994887739419937, 0.022731974720954895, 0.02021823450922966, 0.013363438658416271, 0.011430353857576847, 0.008168905973434448, 0.007614257745444775"
img14.png,Tree,"Tree, Oak, Tre, Apple, P, O, Picture, F, Tr, The","0.7458330988883972, 0.05487878620624542, 0.0536075197160244, 0.02960488572716713, 0.011776009574532509, 0.008481941185891628, 0.008157002739608288, 0.00703177647665143, 0.0038231106009334326, 0.0030719556380063295"
img15.png,Pencil,"P, Pen, Ball, No, In, St, White, Office, Write, ""","0.5677371025085449, 0.16913901269435883, 0.031044092029333115, 0.01853727176785469, 0.01151005458086729, 0.01106911152601242, 0.010000109672546387, 0.008420935831964016, 0.008225864730775356, 0.006406310014426708"
img16.png,Scissors,"Sc, C, No, She, S, P, None, Picture, The, ","0.8994157910346985, 0.014424568973481655, 0.008748942986130714, 0.007842501625418663, 0.004503570031374693, 0.0037045355420559645, 0.003675706684589386, 0.0024105871561914682, 0.002061884617432952, 0.002061884617432952"
img17.png,Umbrella,"Um, C, Sh, U, Cro, Walk, Hook, St, Can, H","0.5042905211448669, 0.06614851951599121, 0.040435776114463806, 0.037985898554325104, 0.035964325070381165, 0.02631206437945366, 0.020814556628465652, 0.016210392117500305, 0.012823476456105709, 0.012141021899878979"
img18.png,Comb,"Com, Br, H, Sc, C, Raz, Be, No, Must, The","0.464118629693985, 0.20595139265060425, 0.05993527173995972, 0.04151595011353493, 0.015881264582276344, 0.012465348467230797, 0.01217658817768097, 0.011987809091806412, 0.011438846588134766, 0.005934395361691713"
img19.png,Thermometer,"Th, Tem, R, C, T, , Me, Cal, Sc, St","0.49796655774116516, 0.09429898113012314, 0.07878975570201874, 0.05331180989742279, 0.022050723433494568, 0.011350739747285843, 0.011001513339579105, 0.008501311764121056, 0.00804887991398573, 0.006992988288402557"
img20.png,Water,"Water, F, P, Well, To, Dr, Picture, Br, C, Bath","0.27391788363456726, 0.15485912561416626, 0.10560475289821625, 0.06765294075012207, 0.02978718839585781, 0.026082534343004227, 0.02587955817580223, 0.022135959938168526, 0.018351353704929352, 0.007299663964658976"
img21.png,Grape,"Gra, G, W, F, V, Picture, No, Table, None, Name","0.463515967130661, 0.23489844799041748, 0.14931055903434753, 0.01115935668349266, 0.009925337508320808, 0.009695417247712612, 0.006821577902883291, 0.005312650930136442, 0.004268834367394447, 0.004041651263833046"
img22.png,Strawberry,"St, F, P, Apple, Pe, Pear, Pom, Mel, Ban, Cher","0.31203949451446533, 0.2014678567647934, 0.07127654552459717, 0.05174122005701065, 0.03556118533015251, 0.019948016852140427, 0.017742134630680084, 0.016281098127365112, 0.013710059225559235, 0.012289617210626602"
img23.png,Bread,"B, Lo, S, Sand, Toast, Whe, But, No, P, The","0.6946322917938232, 0.15866898000240326, 0.062135666608810425, 0.0060097468085587025, 0.00373153667896986, 0.003702497575432062, 0.002646055771037936, 0.002466395264491439, 0.0020288012456148863, 0.0019510792335495353"
img24.png,Football,"Football, American, Ball, Foot, Soccer, P, Sports, No, The, K","0.5320906639099121, 0.11328864097595215, 0.08353380858898163, 0.06817830353975296, 0.05186731740832329, 0.00922693032771349, 0.0080164959654212, 0.005382020957767963, 0.005055940710008144, 0.004094425588846207"
img25.png,Pig,"P, Sw, Cow, Ba, Hog, Baby, H, Ham, The, No","0.6919616460800171, 0.08935842663049698, 0.02993132546544075, 0.022417526692152023, 0.015649955719709396, 0.006944625172764063, 0.005366390570998192, 0.005324628669768572, 0.005242078565061092, 0.005120645277202129"
img26.png,Apple,"Apple, F, App, Draw, Pear, Pe, Red, Orange, No, Pom","0.7567655444145203, 0.053133275359869, 0.023577751591801643, 0.012327911332249641, 0.008539294824004173, 0.008084842003881931, 0.006861515808850527, 0.006598655600100756, 0.006008143536746502, 0.0051793442107737064"
img27.png,Hand,"Hand, F, Pal, Left, Human, H, Right, Glo, No, The","0.5509645938873291, 0.08125627040863037, 0.04315488040447235, 0.034675922244787216, 0.03036324866116047, 0.02942907065153122, 0.028972815722227097, 0.015875793993473053, 0.010575558058917522, 0.008836209774017334"
img28.png,Towel,"Tow, Bl, Cl, P, T, To, Sw, D, Picture, F","0.39290156960487366, 0.08107981830835342, 0.07155269384384155, 0.019108278676867485, 0.01673176698386669, 0.015718040987849236, 0.013979914598166943, 0.013656070455908775, 0.011589756235480309, 0.011499564163386822"
img29.png,Lion,"Lion, L, The, No, T, King, Cat, Picture, Animal, Draw","0.9062030911445618, 0.03052782081067562, 0.003022663528099656, 0.0027521667070686817, 0.0023175564128905535, 0.0021602001506835222, 0.002045236760750413, 0.0018622090574353933, 0.0016433936543762684, 0.0016306047327816486"
img30.png,Glass,"G, Cup, Dr, C, W, T, Clear, Water, Te, M","0.47457802295684814, 0.11272216588258743, 0.07869274914264679, 0.03411078453063965, 0.028058763593435287, 0.026358770206570625, 0.02437787689268589, 0.019896643236279488, 0.019741807132959366, 0.01649489812552929"
img31.png,Fork,"F, Ut, Silver, Fo, No, E, For, Spo, Food, Pl","0.7803065776824951, 0.07314907014369965, 0.020472077652812004, 0.017239216715097427, 0.010620774701237679, 0.008401724509894848, 0.008079858496785164, 0.005957713816314936, 0.004031191114336252, 0.0034480607137084007"
img32.png,Flower,"F, Plant, P, Flow, Pl, Flor, Pot, Garden, Le, Plan","0.2668273150920868, 0.23918244242668152, 0.137350931763649, 0.13106116652488708, 0.04974520951509476, 0.01403127983212471, 0.0138137461617589, 0.009420156478881836, 0.008988775312900543, 0.008712220005691051"
img33.png,Car,"Car, Gar, Park, Por, Classic, Sh, Convert, Un, Road, House","0.49664270877838135, 0.20382174849510193, 0.030295396223664284, 0.0158403180539608, 0.012145191431045532, 0.009312042035162449, 0.009167671203613281, 0.008217847906053066, 0.007366431411355734, 0.007139789871871471"
img34.png,Can,"Can, C, T, S, Food, Open, Tom, Be, No, Pe","0.43007659912109375, 0.192342147231102, 0.06493185460567474, 0.04713547229766846, 0.024645352736115456, 0.01720522902905941, 0.01628958433866501, 0.01628958433866501, 0.013089046813547611, 0.007877128198742867"
