Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,",,,,,",",, t, e, o, m, ;, c, "", ve, '","0.01506431307643652, 0.012343255802989006, 0.011824114248156548, 0.011686360463500023, 0.010640551336109638, 0.009612937457859516, 0.009280853904783726, 0.008925310336053371, 0.008516591042280197, 0.008319303393363953"
img2.png,",,,,,",",, o, t, e, m, ;, ce, c, "", ve","0.013931398279964924, 0.012342534959316254, 0.011020643636584282, 0.010474973358213902, 0.009917506016790867, 0.008752167224884033, 0.008650202304124832, 0.008286386728286743, 0.007906924933195114, 0.0074861254543066025"
img3.png,",,,,,",",, o, t, e, m, ce, c, ;, "", ve","0.012220256961882114, 0.011798103339970112, 0.011706288903951645, 0.010534520260989666, 0.009554394520819187, 0.008905675262212753, 0.008801921270787716, 0.008398852311074734, 0.008108709007501602, 0.007587730884552002"
img4.png,",,,,,",",, o, t, e, m, ;, c, ce, "", ve","0.01354083139449358, 0.012137922458350658, 0.011447151191532612, 0.01071168016642332, 0.00967719592154026, 0.008607075549662113, 0.008473636582493782, 0.008342264220118523, 0.00814901664853096, 0.007715332787483931"
img5.png,",,,,,",",, t, o, e, m, ;, c, "", ce, ve","0.013433052226901054, 0.012423542328178883, 0.012041309848427773, 0.01083600614219904, 0.010502616874873638, 0.00919639877974987, 0.009018524549901485, 0.00884409062564373, 0.008406189270317554, 0.007958820089697838"
img6.png,",,,,,",",, o, t, e, m, ce, c, ;, "", ve","0.012186688371002674, 0.011719823814928532, 0.011719823814928532, 0.010383187793195248, 0.009792279452085495, 0.009163131937384605, 0.00912740733474493, 0.008743521757423878, 0.008181755430996418, 0.00756688741967082"
img7.png,",,,,,",",, t, o, e, m, ;, c, "", ve, ce","0.015220072120428085, 0.012519690208137035, 0.011578819714486599, 0.011399306356906891, 0.010542635805904865, 0.009826816618442535, 0.009052888490259647, 0.008808702230453491, 0.00827500969171524, 0.008020414970815182"
img8.png,",,,,,",",, o, t, e, m, c, "", ;, ce, ve","0.013362716883420944, 0.011931562796235085, 0.011519381776452065, 0.010906331241130829, 0.009930327534675598, 0.008695284835994244, 0.008593983016908169, 0.008593983016908169, 0.008493859320878983, 0.007917148061096668"
img9.png,otet;,"o, ,, t, e, m, ce, c, ;, "", ve","0.012478073127567768, 0.011540330946445465, 0.011098228394985199, 0.010144602507352829, 0.009909601882100105, 0.008987619541585445, 0.008813782595098019, 0.007993753999471664, 0.007778135593980551, 0.007278395816683769"
img10.png,",,,,,",",, o, t, e, m, ce, ;, c, "", ve","0.012458349578082561, 0.011981077492237091, 0.011167592369019985, 0.010614645667374134, 0.009477812796831131, 0.008731369860470295, 0.00829904992133379, 0.008234466426074505, 0.00785738229751587, 0.007439219858497381"
img11.png,",,,,,",",, o, t, e, m, ce, c, ;, "", ve","0.012068746611475945, 0.011974826455116272, 0.011337539181113243, 0.010242613032460213, 0.009811822324991226, 0.00928964652121067, 0.008760971017181873, 0.008230170235037804, 0.00797695480287075, 0.007493656128644943"
img12.png,",,,,,",",, t, e, o, m, ;, c, "", ve, ce","0.016711149364709854, 0.012370255775749683, 0.012036589905619621, 0.01194292027503252, 0.010622251778841019, 0.010135823860764503, 0.00912125501781702, 0.008602162823081017, 0.00846879743039608, 0.008112611249089241"
img13.png,",,,,,",",, o, e, t, m, ;, "", c, ce, ve","0.015064098872244358, 0.011916683986783028, 0.011640633456408978, 0.01150501612573862, 0.010113557800650597, 0.008890386670827866, 0.008222265169024467, 0.008222265169024467, 0.008190208114683628, 0.00754517363384366"
img14.png,",,,,,",",, t, e, o, ;, m, "", c, ', -","0.015829984098672867, 0.011401910334825516, 0.01126907393336296, 0.011094363406300545, 0.009867530316114426, 0.00916169211268425, 0.008341816253960133, 0.007928784005343914, 0.00774511368945241, 0.007536202669143677"
img15.png,"otet,","o, ,, t, e, m, ce, c, ;, "", ve","0.012321043759584427, 0.011941964738070965, 0.011262345127761364, 0.01049765944480896, 0.009938985109329224, 0.008979124948382378, 0.008944118395447731, 0.00846812129020691, 0.008304333314299583, 0.007443956099450588"
img16.png,otet;,"o, ,, t, e, m, ce, c, ;, "", ve","0.012654787860810757, 0.011567411944270134, 0.011343678459525108, 0.010368960909545422, 0.00977886188775301, 0.00883446540683508, 0.00859617069363594, 0.007888290099799633, 0.007765993010252714, 0.007267033215612173"
img17.png,",,,,,",",, o, t, e, m, ;, c, ce, "", ve","0.01319807954132557, 0.01235011126846075, 0.011876986362040043, 0.010399837046861649, 0.010040569119155407, 0.009035534225404263, 0.008895451202988625, 0.008860771544277668, 0.008521320298314095, 0.007579019758850336"
