Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,,"</s>, ,, :, <0x0A>, ;, a, a, o, e, o","0.0857120081782341, 0.027288397774100304, 0.024461161345243454, 0.021004632115364075, 0.01111198402941227, 0.01003884058445692, 0.006506931036710739, 0.00616063829511404, 0.006088864523917437, 0.005719958804547787"
img2.png,,"</s>, ,, :, <0x0A>, ;, e, o, a, a, ed","0.09312604367733002, 0.02941809967160225, 0.026995567604899406, 0.01982767879962921, 0.010992741212248802, 0.009148971177637577, 0.008832915686070919, 0.008832915686070919, 0.007704205811023712, 0.005725279916077852"
img3.png,,"</s>, ,, <0x0A>, :, e, a, o, ;, ed, t","0.09092246741056442, 0.024186350405216217, 0.019434278830885887, 0.018328269943594933, 0.013567311689257622, 0.013356969691812992, 0.013047557324171066, 0.011973111890256405, 0.007434273138642311, 0.006956626195460558"
img4.png,,"</s>, <0x0A>, ,, :, ;, o, a, e, ed, t","0.11164218187332153, 0.02811751700937748, 0.026517344638705254, 0.024333683773875237, 0.010798005387187004, 0.009947589598596096, 0.009717152453958988, 0.009381470270454884, 0.006783666554838419, 0.005472162738442421"
img5.png,,"</s>, ,, :, <0x0A>, ;, a, e, a, o, o","0.112690269947052, 0.027401028200984, 0.026044311001896858, 0.02514459937810898, 0.013147157616913319, 0.009035900235176086, 0.00769868353381753, 0.00668873218819499, 0.006636680103838444, 0.006161949131637812"
img6.png,,"</s>, ,, <0x0A>, :, e, o, a, ;, ed, t","0.09182990342378616, 0.021982582286000252, 0.020731551572680473, 0.02033056691288948, 0.016020100563764572, 0.014248572289943695, 0.013756349682807922, 0.012476467527449131, 0.007363243028521538, 0.007277458906173706"
img7.png,,"</s>, ,, <0x0A>, :, a, ;, b, o, t, he","0.08149993419647217, 0.03331710398197174, 0.02093091420829296, 0.01876235008239746, 0.01507597230374813, 0.010565917007625103, 0.007944478653371334, 0.007038418669253588, 0.006929297931492329, 0.006795272696763277"
img8.png,,"</s>, ,, :, <0x0A>, ;, a, o, e, a, o","0.09517283737659454, 0.03612353652715683, 0.02959856204688549, 0.023969650268554688, 0.011865835636854172, 0.0094602694734931, 0.006552936974912882, 0.006527389865368605, 0.00647659320384264, 0.005874014925211668"
img9.png,,"</s>, ,, :, <0x0A>, a, ;, e, o, ed, t","0.09784853458404541, 0.027815911918878555, 0.025725513696670532, 0.020271215587854385, 0.013716191053390503, 0.013556391932070255, 0.013450896367430687, 0.012735052965581417, 0.0071716769598424435, 0.0063537536188960075"
img10.png,,"</s>, <0x0A>, ,, :, ;, o, e, a, ed, a","0.11537859588861465, 0.030453095212578773, 0.027512077242136, 0.017419561743736267, 0.010773884132504463, 0.009886670857667923, 0.009771488606929779, 0.009251459501683712, 0.006284351460635662, 0.006186921615153551"
img11.png,,"</s>, ,, :, <0x0A>, ;, e, a, o, a, ed","0.07986798882484436, 0.035165395587682724, 0.026337668299674988, 0.021834691986441612, 0.016353430226445198, 0.01146121695637703, 0.01019381731748581, 0.009501682594418526, 0.008891205303370953, 0.007172246463596821"
img12.png,,"</s>, <0x0A>, ,, :, a, ;, b, he, o, t","0.09868500381708145, 0.029171230271458626, 0.028495481237769127, 0.02390204928815365, 0.011379081755876541, 0.007491791620850563, 0.0072329845279455185, 0.006162580102682114, 0.006114622112363577, 0.005949690937995911"
img13.png,,"</s>, ,, :, <0x0A>, ;, a, o, he, b, t","0.0616154819726944, 0.04437997192144394, 0.03336915373802185, 0.01704329438507557, 0.011805546469986439, 0.010791143402457237, 0.006368614267557859, 0.006172673311084509, 0.0061007593758404255, 0.005708788987249136"
