Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Pencil,"P, Be, C, Sh, Pe, Corn, F, O, Se, G","0.11889025568962097, 0.11433564126491547, 0.07981914281845093, 0.04994954541325569, 0.04766218736767769, 0.03829764574766159, 0.020660025998950005, 0.01837540976703167, 0.017533937469124794, 0.015353228896856308"
img2.png,Umbrella,"Um, I, U, O, F, B, M, Un, An, Sh","0.9664860367774963, 0.010905768722295761, 0.008901028893887997, 0.0011054244823753834, 0.000591691117733717, 0.0005021616816520691, 0.00036738935159519315, 0.0003371354250703007, 0.00032421996002085507, 0.00032169686164706945"
img3.png,Tailor,"T, Serv, Ser, Wait, Server, Man, Service, Woman, Cart, Food","0.2409513145685196, 0.12998348474502563, 0.12210817635059357, 0.06535979360342026, 0.05090226233005524, 0.03063351847231388, 0.030395131558179855, 0.025796011090278625, 0.020089954137802124, 0.016525546088814735"
img4.png,Tank,"T, C, Arm, Rob, Machine, Train, Cart, Car, Cat, Cam","0.445130318403244, 0.2576216757297516, 0.054000433534383774, 0.019711052998900414, 0.015112988650798798, 0.01063331589102745, 0.009310842491686344, 0.007481472101062536, 0.006251004058867693, 0.005305158440023661"
img5.png,Dress,"D, Sh, Woman, Cl, Girl, Draw, Dra, Un, Lady, K","0.25011634826660156, 0.1692371964454651, 0.11098845303058624, 0.07110187411308289, 0.05081421881914139, 0.04414815828204155, 0.01989913359284401, 0.014332808554172516, 0.012355653569102287, 0.012164096347987652"
img6.png,Hamburger,"Hamb, Sand, B, Bur, L, Me, D, H, Bun, Food","0.915152370929718, 0.02118864841759205, 0.01869891583919525, 0.012263049371540546, 0.010822102427482605, 0.007555045187473297, 0.002395946066826582, 0.0022862276528030634, 0.0016596231143921614, 0.0011406412813812494"
img7.png,Mirror,"Mir, Frame, Ref, Window, M, Bar, Sh, G, Draw, Chair","0.19259792566299438, 0.13872309029102325, 0.130318284034729, 0.054324738681316376, 0.0498511865735054, 0.03480173274874687, 0.029077937826514244, 0.021778369322419167, 0.011748548597097397, 0.01165712159126997"
img8.png,Tiger,"T, Z, St, Cat, Lion, M, C, L, Tig, Anim","0.6846669912338257, 0.11176881939172745, 0.04807116463780403, 0.04176495224237442, 0.024171702563762665, 0.02235516905784607, 0.019728368148207664, 0.008485065773129463, 0.006159496959298849, 0.004008060786873102"
img9.png,Gguar,"G, Gu, String, Music, U, Musical, Inst, F, D, Bass","0.44894838333129883, 0.39619556069374084, 0.0646771490573883, 0.011505733244121075, 0.006015912164002657, 0.0037062957417219877, 0.0034546474926173687, 0.003048715880140662, 0.0030014498624950647, 0.0018204712541773915"
img10.png,Whale,"Wh, W, M, S, Un, Dol, H, Ocean, Sh, Sw","0.810617208480835, 0.040358252823352814, 0.03242877125740051, 0.020135479047894478, 0.01310240663588047, 0.009967785328626633, 0.009813250042498112, 0.009736881591379642, 0.0061409748159348965, 0.006045767571777105"
