Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Pine tree,"P, B, F, , C, S, Be, The, L, Corn","0.05085335671901703, 0.03440910577774048, 0.02721984311938286, 0.01991446129977703, 0.01915154978632927, 0.016381191089749336, 0.013369937427341938, 0.013265891931951046, 0.011346918530762196, 0.011258615180850029"
img2.png,Um,"Um, M, U, I, Draw, A, C, Sh, The, ","0.13618415594100952, 0.04706398397684097, 0.03159726411104202, 0.030625119805336, 0.028769634664058685, 0.027026571333408356, 0.026816247031092644, 0.02275865525007248, 0.019015567377209663, 0.01814478263258934"
img3.png,Man,"Man, A, C, This, Woman, S, L, P, Sh, The","0.0578186921775341, 0.04068053141236305, 0.03733055666089058, 0.03452511876821518, 0.03346289321780205, 0.024673989042639732, 0.022291092202067375, 0.020940542221069336, 0.01982610672712326, 0.013733143918216228"
img4.png,Tank,"T, C, Rob, B, Army, A, , Sh, The, Draw","0.14362141489982605, 0.06225527822971344, 0.020369848236441612, 0.016755780205130577, 0.016240259632468224, 0.01501978375017643, 0.014671850949525833, 0.014557674527168274, 0.012354937382042408, 0.012354937382042408"
img5.png,D 3,"D, , I, S, Art, Sh, C, A, P, Girl","0.15681903064250946, 0.06093331053853035, 0.03753992170095444, 0.03210959956049919, 0.027038993313908577, 0.02073151245713234, 0.019024306908249855, 0.01872936263680458, 0.01692056842148304, 0.013918478973209858"
img6.png,Bread,"B, C, M, S, D, J, A, Draw, , The","0.11273187398910522, 0.04051104933023453, 0.036313872784376144, 0.035196609795093536, 0.034113723784685135, 0.02762613631784916, 0.02362988516688347, 0.02344599738717079, 0.019437413662672043, 0.01701996847987175"
img7.png,MER,"M, , C, S, A, L, The, P, I, This","0.07852837443351746, 0.027782253921031952, 0.024903852492570877, 0.024517754092812538, 0.023578491061925888, 0.022853057831525803, 0.016719654202461243, 0.014526288956403732, 0.013861080631613731, 0.013434620574116707"
img8.png,Tiger,"T, Z, Cat, The, C, Draw, , P, This, A","0.3697730004787445, 0.24440503120422363, 0.02919001691043377, 0.01295299082994461, 0.012652935460209846, 0.010738407261669636, 0.010087801143527031, 0.007614671252667904, 0.006772628985345364, 0.006564256735146046"
img9.png,Gt,"G, C, Gu, Vi, A, , The, This, U, J","0.16635851562023163, 0.05400869995355606, 0.03770415112376213, 0.028460586443543434, 0.02652818337082863, 0.020660167559981346, 0.02002452127635479, 0.017534056678414345, 0.016471723094582558, 0.012629308737814426"
img10.png,Sailing,"S, M, Wh, W, Sh, The, Draw, This, Bl, Bi","0.14279909431934357, 0.04188283905386925, 0.033917758613824844, 0.028785625472664833, 0.025009386241436005, 0.02331131137907505, 0.022771306335926056, 0.019939221441745758, 0.01902613788843155, 0.01887807436287403"
img11.png,Candy,"C, V, Ch, Stat, J, A, , S, P, B","0.07916127890348434, 0.03739314153790474, 0.022154701873660088, 0.02181122452020645, 0.02164148911833763, 0.020172085613012314, 0.018656129017472267, 0.018223961815238, 0.017941424623131752, 0.016854407265782356"
img12.png,Golf,"G, C, D, Ghost, Draw, P, Ch, S, The, H","0.1651347428560257, 0.15272466838359833, 0.04843386262655258, 0.03772033378481865, 0.02914801426231861, 0.02847280353307724, 0.026747722178697586, 0.024931617081165314, 0.021830853074789047, 0.014429313130676746"
img13.png,Dino,"D, S, Draw, C, The, This, I, P, A, B","0.1839560866355896, 0.0502907931804657, 0.033763643354177475, 0.030502907931804657, 0.029796311631798744, 0.022316405549645424, 0.021629801020026207, 0.020319318398833275, 0.019388828426599503, 0.01658414490520954"
img14.png,Tree,"Tree, Tre, B, Draw, F, P, The, A, This, I","0.23837438225746155, 0.1108543872833252, 0.04478921741247177, 0.0427381731569767, 0.018817361444234848, 0.018238412216305733, 0.01781591959297657, 0.016867773607373238, 0.015845807269215584, 0.015002509579062462"
img15.png,Paper,"P, A, B, Draw, , Pen, The, White, This, Mag","0.2871816158294678, 0.04369799792766571, 0.04073101654648781, 0.035944998264312744, 0.024512358009815216, 0.019696231931447983, 0.01821603626012802, 0.013966720551252365, 0.013018414378166199, 0.010298414155840874"
img16.png,Scenh,"Sc, C, G, , The, A, S, This, Clo, Bl","0.4417714476585388, 0.14230608940124512, 0.01523514837026596, 0.014651499688625336, 0.012434565462172031, 0.011772810481488705, 0.008348172530531883, 0.007196574471890926, 0.006552555598318577, 0.006203835364431143"
img17.png,Lt,"L, H, A, Sh, P, C, , Ant, E, I","0.17131221294403076, 0.052657052874565125, 0.0376322977244854, 0.03590898960828781, 0.030003085732460022, 0.028853684663772583, 0.02354969084262848, 0.023366427049040794, 0.020945526659488678, 0.019071122631430626"
img18.png,Brick,"Br, S, Sh, L, A, C, The, Sc, H, ","0.06713815033435822, 0.051476605236530304, 0.04472365230321884, 0.03855419531464577, 0.027553439140319824, 0.024126598611474037, 0.023384299129247665, 0.02284260466694832, 0.022313455119729042, 0.018498504534363747"
img19.png,A,"A, Mon, , C, M, D, An, Co, This, Device","0.04110068455338478, 0.034073665738105774, 0.024542341008782387, 0.02252131886780262, 0.02115682139992714, 0.020992178469896317, 0.016606178134679794, 0.016606178134679794, 0.015845725312829018, 0.014885682612657547"
img20.png,Jest,"J, A, Water, Draw, M, C, Man, S, Ch, O","0.06227445974946022, 0.025959856808185577, 0.02273121103644371, 0.022378796711564064, 0.02118781954050064, 0.018844835460186005, 0.01574544981122017, 0.01433639507740736, 0.014114129357039928, 0.013467797078192234"
img21.png,Gap,"G, B, C, F, , E, A, V, The, Draw","0.40065959095954895, 0.03726714476943016, 0.027694592252373695, 0.022959623485803604, 0.016154112294316292, 0.016028400510549545, 0.014594024047255516, 0.014367764815688133, 0.013081998564302921, 0.012193762697279453"
img22.png,Stair,"St, P, B, F, , M, S, G, Ch, De","0.386397123336792, 0.148969367146492, 0.015579067170619965, 0.015579067170619965, 0.01498224213719368, 0.011577378958463669, 0.009902657940983772, 0.008739064447581768, 0.007652180269360542, 0.007132616359740496"
img23.png,Bread,"B, C, S, A, Ba, Draw, The, , No, This","0.19940701127052307, 0.05366966873407364, 0.03688659146428108, 0.025154469534754753, 0.02202598750591278, 0.021515756845474243, 0.021182186901569366, 0.019743967801332474, 0.013359436765313148, 0.012355458922684193"
img24.png,Eye,"E, F, Football, B, , C, Draw, M, O, S","0.08624106645584106, 0.047626838088035583, 0.040420375764369965, 0.03299015015363693, 0.029113704338669777, 0.02756430208683014, 0.02713695541024208, 0.022673776373267174, 0.022673776373267174, 0.018218889832496643"
img25.png,Pitcha,"P, B, S, C, Ch, Draw, Little, F, The, Z","0.2595256567001343, 0.04653038829565048, 0.044747836887836456, 0.02432897500693798, 0.02130316197872162, 0.0164618082344532, 0.014756269752979279, 0.01343573722988367, 0.01252348255366087, 0.012426024302840233"
img26.png,Coff,"C, Or, I, A, Draw, , S, This, F, The","0.05160187557339668, 0.042446546256542206, 0.03895113989710808, 0.02872076816856861, 0.02635565958917141, 0.023077785968780518, 0.02134346403181553, 0.0210125632584095, 0.020849041640758514, 0.01958586275577545"
img27.png,Hand,"Hand, F, A, This, H, Draw, The, Arm, White, ","0.10867742449045181, 0.06489425152540207, 0.036687884479761124, 0.026841429993510246, 0.02541295625269413, 0.023320240899920464, 0.022602751851081848, 0.01802048273384571, 0.016796939074993134, 0.016666224226355553"
img28.png,A,"A, This, , Draw, F, The, S, P, W, R","0.031117592006921768, 0.027461178600788116, 0.025397440418601036, 0.02442447654902935, 0.022944675758481026, 0.02223874069750309, 0.02138678915798664, 0.02024860307574272, 0.015525143593549728, 0.014698910526931286"
img29.png,L,"L, Lion, Draw, Z, C, F, This, The, , S","0.2665199637413025, 0.08065143972635269, 0.06380053609609604, 0.02103918418288231, 0.01900731958448887, 0.01690545864403248, 0.014015118591487408, 0.012760910205543041, 0.01180191244930029, 0.011173826642334461"
img30.png,Glass,"G, Cup, J, C, E, Draw, A, M, , D","0.0865633636713028, 0.08131875097751617, 0.05333013832569122, 0.04970915615558624, 0.04455900192260742, 0.0425184927880764, 0.02441631630063057, 0.019619062542915344, 0.018720639869570732, 0.018430402502417564"
img31.png,Fork,"F, P, A, For, E, This, The, White, , No","0.5751400589942932, 0.01863284967839718, 0.016315467655658722, 0.014511276967823505, 0.013212669640779495, 0.012509502470493317, 0.011751590296626091, 0.011569398455321789, 0.011039597913622856, 0.007889644242823124"
img32.png,Plant,"Plant, Flow, Garden, F, P, Draw, A, Pl, Le, I","0.11721722781658173, 0.07993520796298981, 0.05580376833677292, 0.05451107770204544, 0.02219720371067524, 0.021514268592000008, 0.021514268592000008, 0.01943652145564556, 0.016755329445004463, 0.016239821910858154"
img33.png,Ship,"Sh, Car, House, A, H, , Ve, Home, S, C","0.0831366553902626, 0.04213160276412964, 0.03718101233243942, 0.029643287882208824, 0.02873126044869423, 0.0174263883382082, 0.014002497307956219, 0.012650201097130775, 0.01226099580526352, 0.011883764527738094"
img34.png,Cano,"C, Can, S, A, , P, The, Col, U, D","0.3438303768634796, 0.06261616200208664, 0.031485386192798615, 0.02113828808069229, 0.014528118073940277, 0.013436312787234783, 0.01232985407114029, 0.009830217808485031, 0.008950513787567616, 0.008743176236748695"
