Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,,"</s>, or, ,, and, <0x0A>, ., [, ;, , e","0.33154138922691345, 0.11821473389863968, 0.10847992449998856, 0.07874798774719238, 0.0781351625919342, 0.05584068223834038, 0.018128816038370132, 0.0152659947052598, 0.010090204887092113, 0.005572340916842222"
img2.png,,"</s>, or, <0x0A>, ,, ., and, [, ;, er, e","0.4527519941329956, 0.09791448712348938, 0.0818106159567833, 0.08054225891828537, 0.07507363706827164, 0.05711301788687706, 0.01032011117786169, 0.008292442187666893, 0.006874675862491131, 0.006715424358844757"
img3.png,,"</s>, ,, or, and, <0x0A>, ., [, ;, , e","0.5032962560653687, 0.09756842255592346, 0.0938306376338005, 0.06348899006843567, 0.05735751613974571, 0.04502043500542641, 0.012022788636386395, 0.009967241436243057, 0.005504433531314135, 0.004354365635663271"
img4.png,,"</s>, or, ,, and, ., <0x0A>, ;, [, , e","0.3730451166629791, 0.10687921941280365, 0.10604747384786606, 0.08860598504543304, 0.08004883676767349, 0.07638313621282578, 0.009339001961052418, 0.00863716471940279, 0.006886147893965244, 0.005731160752475262"
img5.png,,"</s>, or, ,, <0x0A>, and, ., [, ;, , 0","0.5728387832641602, 0.08648572117090225, 0.07226153463125229, 0.056718725711107254, 0.047021474689245224, 0.029196295887231827, 0.011433434672653675, 0.009552991017699242, 0.007324532605707645, 0.0057043517008423805"
img6.png,,"</s>, or, ,, and, <0x0A>, ., ;, [, , e","0.5008218884468079, 0.11529575288295746, 0.09049666672945023, 0.07801300287246704, 0.05707553029060364, 0.034618061035871506, 0.010313338600099087, 0.008684701286256313, 0.007428418844938278, 0.004366942215710878"
img7.png,,"</s>, or, ,, and, <0x0A>, ., ;, [, , e","0.4407029449939728, 0.12725381553173065, 0.09456700831651688, 0.08345507830381393, 0.05646853148937225, 0.04644974693655968, 0.010861735790967941, 0.010203655809164047, 0.009967288933694363, 0.004058733582496643"
img8.png,,"</s>, or, ,, <0x0A>, and, ., [, ;, , (","0.4669307470321655, 0.09266524761915207, 0.07926078140735626, 0.07926078140735626, 0.057988423854112625, 0.05157597362995148, 0.017275789752602577, 0.010981159284710884, 0.006818356923758984, 0.005066972225904465"
img9.png,,"</s>, <0x0A>, ,, or, and, ., [, ;, e, ","0.5233132243156433, 0.083449587225914, 0.07900847494602203, 0.07657763361930847, 0.058257199823856354, 0.04229019209742546, 0.012697817757725716, 0.010363656096160412, 0.005376594606786966, 0.0044573531486094"
img10.png,,"</s>, or, ,, and, <0x0A>, ., e, , ;, er","0.4946005940437317, 0.11747793853282928, 0.09663470834493637, 0.07294370979070663, 0.052951451390981674, 0.026008879765868187, 0.009493673220276833, 0.007932260632514954, 0.007451669313013554, 0.007110432256013155"
img11.png,,"</s>, ,, or, and, <0x0A>, ., [, ;, , e","0.5795536041259766, 0.10229728370904922, 0.09761275351047516, 0.07253964245319366, 0.02818586677312851, 0.019221091642975807, 0.009222379885613918, 0.008266887627542019, 0.005726305302232504, 0.005464079324156046"
img12.png,,"</s>, or, ,, and, <0x0A>, ., , ;, [, e","0.47026169300079346, 0.13900908827781677, 0.10012448579072952, 0.05978706106543541, 0.05317571759223938, 0.03353750333189964, 0.016732480376958847, 0.006813557352870703, 0.006450946442782879, 0.006012943107634783"
img13.png,,"</s>, or, <0x0A>, ,, ., and, [, ;, , er","0.5025970339775085, 0.07412302494049072, 0.07128342241048813, 0.07017827033996582, 0.04711546376347542, 0.04256527125835419, 0.024252960458397865, 0.011103814467787743, 0.008187439292669296, 0.0050244699232280254"
img14.png,,"</s>, ,, or, <0x0A>, and, ., er, e, ;, ","0.21605563163757324, 0.1473371386528015, 0.10949166119098663, 0.08661504089832306, 0.08329686522483826, 0.07124759256839752, 0.013387024402618408, 0.00956727471202612, 0.009093566797673702, 0.008279786445200443"
img15.png,,"</s>, ,, or, <0x0A>, and, ., [, ;, &, (","0.5541090369224548, 0.09116526693105698, 0.08108406513929367, 0.05978764221072197, 0.045484039932489395, 0.03353783115744591, 0.02472924441099167, 0.009913763962686062, 0.004100510384887457, 0.0040686000138521194"
img16.png,,"</s>, ,, <0x0A>, or, and, ., [, ;, , e","0.4925197958946228, 0.10006146878004074, 0.07977595925331116, 0.07378070056438446, 0.06212957948446274, 0.032485201954841614, 0.018509510904550552, 0.009830326773226261, 0.0054714009165763855, 0.0054288217797875404"
