Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Piping-cook,"P, E, Be, Ele, Flow, B, F, Dr, A, D","0.06593717634677887, 0.05298200994729996, 0.049000345170497894, 0.041586052626371384, 0.0412624329328537, 0.020910780876874924, 0.020586591213941574, 0.01566145196557045, 0.01517959963530302, 0.012683030217885971"
img2.png,Umbrella,"Um, A, F, Ant, S, Wind, P, U, C, Sh","0.17777395248413086, 0.027476342394948006, 0.026630982756614685, 0.02482280507683754, 0.022601420059800148, 0.021398594602942467, 0.019636454060673714, 0.01873723603785038, 0.017879197373986244, 0.017465025186538696"
img3.png,Beads,"Be, Ant, A, Food, Beach, Picture, Cook, B, Hand, Ch","0.08418286591768265, 0.045769430696964264, 0.03649057447910309, 0.03592483699321747, 0.03348563238978386, 0.030489014461636543, 0.030251748859882355, 0.030251748859882355, 0.016447588801383972, 0.015451080165803432"
img4.png,Truck,"T, Car, P, A, S, D, C, Sh, Ele, ","0.13153870403766632, 0.09623576700687408, 0.03596067801117897, 0.026515742763876915, 0.023217959329485893, 0.020172113552689552, 0.014643384143710136, 0.013972815126180649, 0.013126243837177753, 0.012822174467146397"
img5.png,Dress,"D, Sh, Sk, Co, T, Pattern, C, S, P, Beach","0.336121141910553, 0.05114470794796944, 0.0444352962076664, 0.03150934353470802, 0.023971043527126312, 0.022695329040288925, 0.019111383706331253, 0.01866866834461689, 0.016346832737326622, 0.01365828886628151"
img6.png,Food,"Food, Cook, D, Picture, B, F, A, E, Image, Dr","0.09304432570934296, 0.03615313395857811, 0.030443986877799034, 0.0302070714533329, 0.023525290191173553, 0.022980328649282455, 0.022980328649282455, 0.022624049335718155, 0.02028006874024868, 0.016042854636907578"
img7.png,Tube-top-,"T, Window, S, E, I, Public, Draw, P, "", Mon","0.14693786203861237, 0.03893465921282768, 0.03863166645169258, 0.03715170919895172, 0.036008674651384354, 0.03153024986386299, 0.025533970445394516, 0.020199034363031387, 0.014548818580806255, 0.013455457985401154"
img8.png,Tiger,"T, Cat, Z, P, C, Ele, Dog, E, "", Co","0.15802446007728577, 0.1351654827594757, 0.05418679490685463, 0.02900410257279873, 0.028111740946769714, 0.02620302140712738, 0.02599911019206047, 0.019779080525040627, 0.01887333020567894, 0.01493003312498331"
img9.png,Guitar,"Gu, Music, P, Inst, Musical, A, D, C, E, ""","0.21070490777492523, 0.055831246078014374, 0.045213520526885986, 0.03359983488917351, 0.023273922502994537, 0.017984693869948387, 0.015625374391674995, 0.01538312528282404, 0.013789343647658825, 0.011521427892148495"
img10.png,Shark,"Sh, A, Ar, D, S, E, Beach, Fish, Ele, Wh","0.10503271222114563, 0.07565222680568695, 0.046245276927948, 0.045528311282396317, 0.03305000811815262, 0.024753311648964882, 0.02399173565208912, 0.017416130751371384, 0.015611718408763409, 0.013249494135379791"
img11.png,Statement of the band,"Stat, T, C, Ant, P, V, Figure, Table, Co, Cross","0.20765280723571777, 0.1052333191037178, 0.03871317580342293, 0.020721670240163803, 0.018574785441160202, 0.016392190009355545, 0.011992782354354858, 0.011443592607975006, 0.00978822447359562, 0.008437976241111755"
img12.png,"Duckbee,","D, A, C, De, Draw, P, Dr, H, Face, Ch","0.18483474850654602, 0.07015535980463028, 0.07015535980463028, 0.027905872091650963, 0.025210855528712273, 0.02224850095808506, 0.02057650126516819, 0.013079218566417694, 0.01228678971529007, 0.012191172689199448"
img13.png,Pizza,"P, D, Un, C, E, Ele, Sh, Hor, "", A","0.08870972692966461, 0.07470107823610306, 0.04157740995287895, 0.030181964859366417, 0.027696527540683746, 0.02561510168015957, 0.022961227223277092, 0.022961227223277092, 0.019486939534544945, 0.01760498434305191"
img14.png,Tree,"Tree, Tre, tree, F, A, "", De, P, Plant, C","0.703388512134552, 0.05509364604949951, 0.022259842604398727, 0.010351789183914661, 0.008581934496760368, 0.006788869388401508, 0.006278677377849817, 0.006229816470295191, 0.005045059137046337, 0.004557831212878227"
img15.png,Paper,"P, pen, Draw, Pen, C, Inst, A, "", Ph, Tool","0.09753115475177765, 0.06199457496404648, 0.04607045650482178, 0.039406150579452515, 0.02227821759879589, 0.01861414685845375, 0.016299093142151833, 0.015797622501850128, 0.015797622501850128, 0.01372520998120308"
img16.png,Curely-1,"C, Sc, D, P, L, S, Ch, Dra, Inst, Sk","0.22240346670150757, 0.03518934175372124, 0.02872070111334324, 0.028275426477193832, 0.015493656508624554, 0.014669099822640419, 0.014554942958056927, 0.014107134193181992, 0.010901148431003094, 0.009848367422819138"
img17.png,Umstine,"Um, A, T, P, D, L, Sh, Ant, H, St","0.11717873066663742, 0.06370896846055984, 0.03687192127108574, 0.03129279240965843, 0.02916809543967247, 0.02167588658630848, 0.019736118614673615, 0.019430138170719147, 0.01854036934673786, 0.017553668469190598"
img18.png,Pcslip-off,"P, F, D, Window, Car, A, Bar, Be, Beach, Draw","0.0892898440361023, 0.06184926629066467, 0.04184930771589279, 0.03415640816092491, 0.032592274248600006, 0.02639402635395527, 0.02598482556641102, 0.02023700252175331, 0.014921830967068672, 0.012274363078176975"
img19.png,Tick Chart,"T, Ant, An, P, C, S, R, A, Inst, Cross","0.1854257434606552, 0.02548982948064804, 0.022848933935165405, 0.02231963910162449, 0.020007196813821793, 0.019543729722499847, 0.01909099891781807, 0.01864875853061676, 0.01582699455320835, 0.013327665627002716"
img20.png,"Antic, toaster","Ant, P, T, V, F, Water, Stat, Building, C, House","0.08948373049497604, 0.05687931925058365, 0.04865146055817604, 0.04606227949261665, 0.04499524459242821, 0.04293476417660713, 0.025438005104660988, 0.021420948207378387, 0.01299246121197939, 0.012891354039311409"
img21.png,Flower and bee,"F, G, Flow, P, Ele, Gra, Dr, Picture, Plant, C","0.1778784990310669, 0.12035862356424332, 0.09156401455402374, 0.02685563825070858, 0.017070483416318893, 0.014151927083730698, 0.013716517947614193, 0.013716517947614193, 0.011195095255970955, 0.010935761034488678"
img22.png,Flower and bells,"F, P, Flow, D, Summer, St, Be, Plant, L, Dr","0.1950152963399887, 0.14720526337623596, 0.03961976245045662, 0.031341809779405594, 0.029906565323472023, 0.023843592032790184, 0.018424900248646736, 0.017581162974238396, 0.01468961127102375, 0.010747148655354977"
img23.png,Bt500,"B, S, Picture, P, Bag, A, Sand, D, Side, Beach","0.12687791883945465, 0.04419173300266266, 0.03085080347955227, 0.018711958080530167, 0.018278498202562332, 0.017305733636021614, 0.017171058803796768, 0.016773290932178497, 0.015880635008215904, 0.01575704850256443"
img24.png,Football,"Football, E, F, P, A, C, Dr, W, Foot, Draw","0.09380502998828888, 0.06862922757863998, 0.06347166746854782, 0.04228124022483826, 0.03910375386476517, 0.038197919726371765, 0.03069288842380047, 0.015799345448613167, 0.01383436843752861, 0.013513896614313126"
img25.png,Pig,"P, Ele, Dog, Animal, Co, De, Cow, A, Hor, D","0.1833927035331726, 0.0893784612417221, 0.053370315581560135, 0.043220601975917816, 0.03844119608402252, 0.03313838317990303, 0.02041596733033657, 0.01589997112751007, 0.015653464943170547, 0.014141726307570934"
img26.png,Apple,"Apple, F, App, Plant, P, C, Flow, apple, E, A","0.5082049369812012, 0.19901591539382935, 0.03378264978528023, 0.014416665770113468, 0.009986131452023983, 0.00983131118118763, 0.00983131118118763, 0.009308098815381527, 0.008744149468839169, 0.007838205434381962"
img27.png,Hand,"Hand, D, F, De, P, Ant, Image, Draw, The, E","0.25373193621635437, 0.07678166031837463, 0.043748874217271805, 0.030781175941228867, 0.027592068538069725, 0.019719159230589867, 0.017538584768772125, 0.013447299599647522, 0.01263256836682558, 0.010310402140021324"
img28.png,Pole,"P, F, Ant, S, Beach, D, A, Um, T, Be","0.09526925534009933, 0.03292417526245117, 0.0304498840123415, 0.028605015948414803, 0.02838241122663021, 0.02245233580470085, 0.01861363835632801, 0.018468786031007767, 0.01776125840842724, 0.016816021874547005"
img29.png,Lions,"L, l, Lion, E, P, Lamb, "", Dog, Ant, Cat","0.36283615231513977, 0.09919388592243195, 0.09842195361852646, 0.02337726205587387, 0.01764608547091484, 0.01644795946776867, 0.012127963826060295, 0.011572585441172123, 0.010212769731879234, 0.009298833087086678"
img30.png,Glass,"G, C, T, Window, Cup, P, Dr, Be, E, Co","0.18019692599773407, 0.07001698017120361, 0.07001698017120361, 0.054529279470443726, 0.03256091848015785, 0.02555735968053341, 0.023452751338481903, 0.019749196246266365, 0.014907474629580975, 0.014562144875526428"
img31.png,Fork,"F, D, A, Ant, Um, Sh, P, Draw, Bro, Food","0.6261537671089172, 0.042944494634866714, 0.035050272941589355, 0.013407925143837929, 0.012303803116083145, 0.008656807243824005, 0.004932500422000885, 0.0048560285940766335, 0.004526316188275814, 0.0044561424292624"
img32.png,Flowers,"Flow, F, Plant, flowers, Plan, flower, P, A, Pl, V","0.4530669152736664, 0.12005078792572021, 0.06734238564968109, 0.026166429743170738, 0.016120670363307, 0.015995219349861145, 0.013157307170331478, 0.008902679197490215, 0.006615909747779369, 0.004618649370968342"
img33.png,car in garn,"car, Car, house, , drive, gar, Ant, ant, House, A","0.12571805715560913, 0.05079468712210655, 0.04344700276851654, 0.024949513375759125, 0.023806991055607796, 0.013778429478406906, 0.012943636626005173, 0.012064796872437, 0.01151230838149786, 0.009106986224651337"
img34.png,Cane of the b,"C, Can, P, Picture, Be, Sil, D, Cook, S, A","0.18891392648220062, 0.1693413406610489, 0.039909083396196365, 0.01945013366639614, 0.014681730419397354, 0.012171583250164986, 0.010825630277395248, 0.009405470453202724, 0.009187593124806881, 0.009116094559431076"
img35.png,Titv-r,"T, Table, table, "", t, F, P, , C, Type","0.39261749386787415, 0.23080790042877197, 0.03325103223323822, 0.022498775273561478, 0.015223432332277298, 0.014413255266845226, 0.010879697278141975, 0.010381479747593403, 0.006008339114487171, 0.005778163205832243"
img36.png,Fake beard on,"F, D, P, Water, C, S, Rock, Lake, A, Cl","0.06214781850576401, 0.05315784737467766, 0.028901420533657074, 0.02779422327876091, 0.023960119113326073, 0.018806513398885727, 0.01808604598045349, 0.01766708306968212, 0.016858048737049103, 0.016726858913898468"
img37.png,King,"King, F, C, Crown, Castle, S, Stat, Co, Sh, A","0.08173910528421402, 0.07213450968265533, 0.06267154961824417, 0.04549466446042061, 0.024735020473599434, 0.017677322030067444, 0.01609538309276104, 0.013875088654458523, 0.013448197394609451, 0.011867992579936981"
img38.png,Shoe,"Sho, Boot, Bo, Sh, P, D, boot, S, So, Foot","0.3299511969089508, 0.23580549657344818, 0.08742836862802505, 0.025048647075891495, 0.014384226873517036, 0.0136187132447958, 0.010942943394184113, 0.01004180870950222, 0.00893136952072382, 0.006955757737159729"
img39.png,Pizza,"P, D, Ant, A, Ass, I, C, F, Foot, N","0.06471400707960129, 0.049231819808483124, 0.04661175236105919, 0.035460349172353745, 0.03491058573126793, 0.03331191837787628, 0.02783314883708954, 0.02399367280304432, 0.02100956253707409, 0.02036316506564617"
img40.png,Chair,"Chair, Ch, Table, P, F, A, C, E, D, ""","0.23565594851970673, 0.09978301078081131, 0.03316301852464676, 0.030911331996321678, 0.02996028959751129, 0.029727140441536903, 0.027493108063936234, 0.020915653556585312, 0.016545644029974937, 0.01518313679844141"
img41.png,Banana,"Ban, B, ban, De, D, Ant, P, A, F, Ch","0.6221591234207153, 0.12443964928388596, 0.021793968975543976, 0.01820954494178295, 0.016973162069916725, 0.012912499718368053, 0.008272058330476284, 0.006804408971220255, 0.006804408971220255, 0.006595060229301453"
img42.png,Ring,"Ring, C, R, P, Ant, E, Draw, Sk, A, S","0.2659025192260742, 0.08976474404335022, 0.04804760590195656, 0.029833436012268066, 0.026742521673440933, 0.02115507610142231, 0.018379848450422287, 0.015721116214990616, 0.01283120084553957, 0.012436427175998688"
img43.png,Dice,"D, Co, C, , The, P, "", Be, Draw, Ch","0.26852813363075256, 0.04118012636899948, 0.04054168611764908, 0.03960253670811653, 0.030364319682121277, 0.023463726043701172, 0.015508577227592468, 0.014010831713676453, 0.012364516966044903, 0.009781137108802795"
img44.png,Calendar,"Calendar, Picture, C, Ant, Ph, P, A, Post, F, Image","0.06793878227472305, 0.06185896694660187, 0.03840910643339157, 0.028767092153429985, 0.027024181559681892, 0.025988899171352386, 0.02293512411415577, 0.020558912307024002, 0.01961745321750641, 0.017312340438365936"
img45.png,Paper on the side,"P, Tool, Sh, D, C, A, Draw, Kn, Pl, St","0.07244685292243958, 0.07076861709356308, 0.0654502734541893, 0.05511465668678284, 0.037879712879657745, 0.022619010880589485, 0.01817488484084606, 0.017073724418878555, 0.016809022054076195, 0.0150675093755126"
img46.png,Vest,"V, A, P, D, Co, S, Un, One, Hand, C","0.6590363383293152, 0.023085763677954674, 0.02085624821484089, 0.015620608814060688, 0.014222728088498116, 0.010164524428546429, 0.008103866130113602, 0.007264257874339819, 0.0058827754110097885, 0.005314644426107407"
img47.png,Turkey,"Turkey, Bird, E, D, Ch, Ele, P, Hen, T, Tur","0.6352014541625977, 0.03726314380764961, 0.027908805757761, 0.01979030855000019, 0.016406740993261337, 0.015412706881761551, 0.015292762778699398, 0.014938507229089737, 0.013080594129860401, 0.009495493024587631"
img48.png,Tool and V eyeing,"Tool, P, D, Um, A, Draw, F, Sh, Pl, S","0.09097835421562195, 0.0560501366853714, 0.05103423073887825, 0.046105582267045975, 0.033208608627319336, 0.030001478269696236, 0.023002929985523224, 0.021778736263513565, 0.020781416445970535, 0.01877444237470627"
img49.png,Dirtor,"D, A, P, B, T, The, F, Air, Picture, Sk","0.08705229312181473, 0.08306588232517242, 0.06940414011478424, 0.05983010679483414, 0.025732606649398804, 0.025732606649398804, 0.023066561669111252, 0.02183898165822029, 0.020515823736786842, 0.020197756588459015"
img50.png,duke and and z,"du, D, bird, P, "", Bird, C, dove, Co, Be","0.31317338347435, 0.2763745188713074, 0.06118759140372276, 0.030767053365707397, 0.028013722971081734, 0.015230796299874783, 0.009757215157151222, 0.009681283496320248, 0.007307816296815872, 0.00564704230055213"
img51.png,House,"House, Building, T, P, F, Garden, Draw, A, Mon, Th","0.04717424139380455, 0.036453429609537125, 0.028389960527420044, 0.02730235643684864, 0.024859078228473663, 0.019974831491708755, 0.019974831491708755, 0.019360268488526344, 0.016050226986408234, 0.015925323590636253"
img52.png,Pumping,"P, p, "", F, Plant, pin, A, a, Tree, plant","0.4813709557056427, 0.3778323829174042, 0.005737082101404667, 0.005023556761443615, 0.00277427164837718, 0.0020616634283214808, 0.0018918887944892049, 0.0016826807986944914, 0.00165659305639565, 0.0014505613362416625"
img53.png,Fan,"F, A, S, C, P, Ant, "", W, Fly, Air","0.22957637906074524, 0.08578643202781677, 0.03604158014059067, 0.02186032384634018, 0.017292939126491547, 0.01663045771420002, 0.016372624784708023, 0.014676326885819435, 0.013787133619189262, 0.012455636635422707"
img54.png,Window,"Window, window, P, "", Building, windows, Do, A, F, Public","0.28413113951683044, 0.09517201781272888, 0.027696633711457253, 0.0184499379247427, 0.016029583290219307, 0.014146056957542896, 0.012680443935096264, 0.011819473467767239, 0.01026893686503172, 0.01026893686503172"
img55.png,lamp,"lamp, light, Light, l, v, lights, L, C, window, photo","0.2228347808122635, 0.08197633922100067, 0.03842153772711754, 0.037531498819589615, 0.02189192920923233, 0.0193195603787899, 0.013807066716253757, 0.012376575730741024, 0.011626716703176498, 0.01075295452028513"
img56.png,Dr.,"Dr, drum, P, Rh, Mon, D, T, C, Music, Be","0.19164422154426575, 0.06369321793317795, 0.02916087955236435, 0.02100379578769207, 0.016745684668421745, 0.016357772052288055, 0.016357772052288055, 0.016104169189929962, 0.013774625025689602, 0.010561371222138405"
img57.png,Skull,"Sk, Head, Face, C, S, A, Human, I, Sh, E","0.21456871926784515, 0.1353267878293991, 0.11575113981962204, 0.02996050752699375, 0.029727350920438766, 0.017890235409140587, 0.017339812591671944, 0.015302329324185848, 0.014601584523916245, 0.014263340272009373"
img58.png,Bridge,"Bridge, Beach, Br, Un, bridge, F, C, A, P, Pier","0.3453913629055023, 0.03936208784580231, 0.03697726130485535, 0.03446659818291664, 0.0165372546762228, 0.014708539471030235, 0.01339227706193924, 0.01339227706193924, 0.012779001146554947, 0.010348749347031116"
img59.png,Face,"Face, Head, Image, Sk, Mon, F, Man, Winter, Summer, E","0.17145408689975739, 0.032722584903240204, 0.030263444408774376, 0.028429873287677765, 0.02734074555337429, 0.026499558240175247, 0.025684252381324768, 0.01697625406086445, 0.015098992735147476, 0.014184189960360527"
