Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,", and,.,",",, ;, to, ., and, ),, of, ), o, :","0.12898115813732147, 0.06335341185331345, 0.05011667683720589, 0.048196736723184586, 0.03417660668492317, 0.028333399444818497, 0.026000188663601875, 0.024234840646386147, 0.021723970770835876, 0.01850905455648899"
img2.png,",-,,,",",, ., ;, to, it, and, -, of, ),, )","0.11816561222076416, 0.06275728344917297, 0.04246370494365692, 0.03958052396774292, 0.03632112964987755, 0.02763165906071663, 0.02419508807361126, 0.021858440712094307, 0.019065270200371742, 0.018551018089056015"
img3.png,", in longado,",",, to, ., and, of, ;, ), ),, -, :","0.09215545654296875, 0.059500034898519516, 0.04526523873209953, 0.04421667009592056, 0.03694441542029381, 0.030153149738907814, 0.029225435107946396, 0.02599363960325718, 0.023300547152757645, 0.016522563993930817"
img4.png,"itite., and","it, ,, to, ;, and, ), ite, ise, ., -","0.0851317048072815, 0.07751329988241196, 0.04148988053202629, 0.03131820634007454, 0.03035464696586132, 0.021357160061597824, 0.021026048809289932, 0.02014172077178955, 0.01877414807677269, 0.018555423244833946"
img5.png,", in long.ist",",, to, ., and, -, ;, of, :, ), o","0.08078088611364365, 0.062912218272686, 0.04290240630507469, 0.04125884175300598, 0.03998943790793419, 0.037274256348609924, 0.023144112899899483, 0.01971903070807457, 0.019187143072485924, 0.01816602237522602"
img6.png,",-, a and",",, to, ;, ), ),, and, ., of, -, :","0.1097511425614357, 0.05693814158439636, 0.051439326256513596, 0.050247736275196075, 0.044691260904073715, 0.039749227464199066, 0.03193940222263336, 0.03071582317352295, 0.029081158339977264, 0.020222768187522888"
img7.png,", in longableman",",, to, ;, ., of, ), ),, :, ise, and","0.09093406796455383, 0.06601105630397797, 0.04572451859712601, 0.04466531053185463, 0.027950838208198547, 0.026670875027775764, 0.023353800177574158, 0.01755964569747448, 0.017152877524495125, 0.016625137999653816"
img8.png,",-, a in",",, ;, ., -, and, to, a, ),, o, of","0.11189533770084381, 0.03748024255037308, 0.0343938022851944, 0.0230909064412117, 0.02220631018280983, 0.021776800975203514, 0.017429931089282036, 0.015143387019634247, 0.015025540255010128, 0.012456610798835754"
img9.png,", in longies,",",, to, and, ;, ), ),, it, -, isse, .","0.07956838607788086, 0.060061369091272354, 0.04063955694437027, 0.029043780639767647, 0.028593499213457108, 0.02707178145647049, 0.025037303566932678, 0.024842463433742523, 0.023337332531809807, 0.02075665444135666"
img10.png,",-,,,",",, ;, ),, ), to, and, ., ise, -, of","0.11592025309801102, 0.05783476307988167, 0.04365596920251846, 0.03913295641541481, 0.0356309600174427, 0.035353679209947586, 0.03480556979775429, 0.025664018467068672, 0.022472165524959564, 0.016440987586975098"
img11.png,",-,,,",",, to, -, isse, ;, ., and, ), :, isk","0.08031581342220306, 0.044009435921907425, 0.0356399267911911, 0.034007858484983444, 0.026279235258698463, 0.025173965841531754, 0.024880679324269295, 0.019377093762159348, 0.019226297736167908, 0.018780922517180443"
img12.png,",,,,,",",, to, ., ;, and, -, :, of, ?, )","0.17613588273525238, 0.07575510442256927, 0.06897579878568649, 0.0558583065867424, 0.038691919296979904, 0.025573795661330223, 0.022218899801373482, 0.019608110189437866, 0.019153889268636703, 0.016969405114650726"
img13.png,",-, fun.",",, ;, ., and, -, to, of, ), ),, :","0.1387075036764145, 0.06059682369232178, 0.05102764815092087, 0.0382179357111454, 0.030469996854662895, 0.02884841337800026, 0.023089980706572533, 0.0158076249063015, 0.01568461023271084, 0.011747229844331741"
img14.png,",-. as,",",, to, ., ;, and, ), :, ),, -, y","0.16606225073337555, 0.11062131077051163, 0.1047341451048851, 0.06605499982833862, 0.046113818883895874, 0.046113818883895874, 0.04539889097213745, 0.029311727732419968, 0.023552635684609413, 0.01221894659101963"
img15.png,",-, a in",",, to, and, ), :, ;, ),, of, ., -","0.09174736589193344, 0.06712380796670914, 0.04541824012994766, 0.04471409693360329, 0.0379483625292778, 0.03482337296009064, 0.03297010809183121, 0.028200827538967133, 0.02266000211238861, 0.01968735083937645"
img16.png,",-,,,",",, ), to, ;, ),, and, of, :, ., ise","0.08382862061262131, 0.07455871999263763, 0.04702359437942505, 0.03959783911705017, 0.03808086737990379, 0.03605424240231514, 0.035495273768901825, 0.03521904721856117, 0.02346094138920307, 0.016766779124736786"
img17.png,"isse, in, in","isse, ,, ise, it, y, to, ;, o, ), i","0.052446674555540085, 0.05004496872425079, 0.037190258502960205, 0.036900844424963, 0.024389969184994698, 0.023091956973075867, 0.022034501656889915, 0.020538412034511566, 0.017844082787632942, 0.017774514853954315"
img18.png,", in long.,",",, to, ;, ),, ), ., :, of, and, -","0.13453510403633118, 0.0903225988149643, 0.050666388124227524, 0.0334884375333786, 0.0324581079185009, 0.03145947679877281, 0.030971741303801537, 0.02955344133079052, 0.021120892837643623, 0.012611860409379005"
img19.png,",-,,,",",, ),, ), ise, isse, o, isk, of, ;, it","0.0639842227101326, 0.036457110196352005, 0.03142799437046051, 0.030224008485674858, 0.028839949518442154, 0.02625907212495804, 0.02428567223250866, 0.023723095655441284, 0.023355301469564438, 0.022814279422163963"
img20.png,"to,,, in","to, ,, ., and, ;, of, ), ),, -, :","0.11929527670145035, 0.10364553332328796, 0.07013007253408432, 0.03903326392173767, 0.03526361659169197, 0.025598641484975815, 0.02386055514216423, 0.0205690860748291, 0.018801666796207428, 0.013332377187907696"
