Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, E, Pe, Ma, Se, Be, P, S, F, K","0.5012515783309937, 0.06574989855289459, 0.047729313373565674, 0.03805312514305115, 0.0371716246008873, 0.03081635944545269, 0.02418803609907627, 0.013150806538760662, 0.011074090376496315, 0.010322188027203083"
img2.png,Umbrella,"Um, Par, Open, Sun, The, F, St, An, Pat, U","0.8860743045806885, 0.06519780308008194, 0.013349625281989574, 0.0045066350139677525, 0.002670092973858118, 0.0016972143203020096, 0.001594385365024209, 0.0015213730512186885, 0.0014180757571011782, 0.0010374862467870116"
img3.png,Waitress,"Wait, Server, Woman, Lady, Ser, T, Host, Bart, Car, D","0.7617566585540771, 0.09992071986198425, 0.03618888929486275, 0.021274350583553314, 0.011298722587525845, 0.006746774539351463, 0.0047841803170740604, 0.003874346846714616, 0.003696928033605218, 0.0034459156449884176"
img4.png,Tank,"T, Arm, Military, Draw, Battle, Army, Art, Cart, Picture, Infantry","0.8834759593009949, 0.029300780966877937, 0.01819326914846897, 0.009814532473683357, 0.0075840819627046585, 0.005548633635044098, 0.0021559663582593203, 0.0018585592042654753, 0.0018155057914555073, 0.0017323679057881236"
img5.png,Dress,"D, Draw, Woman, Sh, Cl, Out, F, Lady, Man, A","0.6825122833251953, 0.07082100212574005, 0.03398028761148453, 0.014729365706443787, 0.01269750576466322, 0.011835376732051373, 0.011381970718502998, 0.010282753966748714, 0.008327227085828781, 0.007523023057729006"
img6.png,Hamburger,"Hamb, Bur, Sand, Draw, Bun, H, Hamburg, Che, Picture, A","0.8010226488113403, 0.12477526813745499, 0.015617456287145615, 0.010817895643413067, 0.009697099216282368, 0.00797661580145359, 0.004509569611400366, 0.0028000555466860533, 0.0014301283517852426, 0.0013969995779916644"
img7.png,Mirror,"Mir, Van, D, Frame, Medicine, R, Looking, Picture, F, Full","0.8472837209701538, 0.01401983480900526, 0.008503459393978119, 0.004883126355707645, 0.004659511614590883, 0.004377205856144428, 0.004016750026494265, 0.003923702519387007, 0.003628831123933196, 0.0036005915608257055"
img8.png,Tiger,"T, Z, St, Cat, Black, Picture, Tig, The, Draw, Lion","0.8378506898880005, 0.052731603384017944, 0.02912115678191185, 0.01985890232026577, 0.00867571122944355, 0.005514618009328842, 0.005344951059669256, 0.004536201246082783, 0.0025247761514037848, 0.0025247761514037848"
img9.png,Guitar,"Gu, Ac, Draw, The, Black, A, Uk, Musical, Picture, String","0.8176466226577759, 0.10725189745426178, 0.008206017315387726, 0.005639907903969288, 0.005175470374524593, 0.0048619043081998825, 0.0027919569984078407, 0.0026023900136351585, 0.0015061477897688746, 0.001437176251783967"
img10.png,Whale,"Wh, Dol, Sh, Draw, H, S, Or, The, Fish, Picture","0.9348775744438171, 0.021815117448568344, 0.0058257668279111385, 0.0041634878143668175, 0.0034787242766469717, 0.0031427654903382063, 0.0026258789002895355, 0.0021599887404590845, 0.001240377314388752, 0.0012022149749100208"
