Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,a a a a a,"a, the, ,, o, t, s, c, l, b, w","0.08497117459774017, 0.03770573064684868, 0.02269170619547367, 0.012337267398834229, 0.00972153339534998, 0.009422432631254196, 0.009385698474943638, 0.008990948088467121, 0.00892097968608141, 0.007996714673936367"
img2.png,"a a a a,","a, the, ,, o, t, c, s, b, l, an","0.0750562772154808, 0.046240828931331635, 0.014550321735441685, 0.009922457858920097, 0.008193937130272388, 0.008098473772406578, 0.007788226939737797, 0.007344996556639671, 0.0070360759273171425, 0.0067401486448943615"
img3.png,"a a a a,","a, the, ,, o, t, b, c, s, l, w","0.06302043050527573, 0.03426361456513405, 0.016184985637664795, 0.009855112060904503, 0.008202152326703072, 0.0077656409703195095, 0.007585749961435795, 0.007126152981072664, 0.006513830740004778, 0.00648843590170145"
img4.png,"a a a,,","a, the, ,, o, t, b, w, s, c, l","0.06765320897102356, 0.03736164793372154, 0.016069047152996063, 0.010214107111096382, 0.008874169550836086, 0.007862078957259655, 0.007770482916384935, 0.007679954171180725, 0.007650013081729412, 0.007650013081729412"
img5.png,"a a a a,","a, the, ,, o, t, c, b, s, an, w","0.07194232940673828, 0.03533688560128212, 0.014389370568096638, 0.009004639461636543, 0.007523656822741032, 0.007436003535985947, 0.0070954845286905766, 0.0068236603401601315, 0.006665590684860945, 0.006310854572802782"
img6.png,a a a a a,"a, the, ,, an, o, t, c, b, s, l","0.13572245836257935, 0.09401220083236694, 0.020173342898488045, 0.011140777729451656, 0.008608926087617874, 0.006890498101711273, 0.006347824353724718, 0.006200776435434818, 0.0056679691188037395, 0.005429581739008427"
img7.png,"a a a a,","a, the, ,, o, t, b, c, s, w, l","0.06941710412502289, 0.03228195384144783, 0.020842794328927994, 0.009692800231277943, 0.00819410104304552, 0.008035613223910332, 0.008004285395145416, 0.007490015123039484, 0.007147022057324648, 0.007008786778897047"
img8.png,a a a a a,"a, the, ,, o, t, s, c, l, b, an","0.08440281450748444, 0.0484684593975544, 0.015983199700713158, 0.010523064993321896, 0.008758071810007095, 0.00852183811366558, 0.008357010781764984, 0.007759221363812685, 0.007698838599026203, 0.006559492088854313"
img9.png,"a a a, a","a, the, ,, o, t, c, l, b, s, w","0.0636906698346138, 0.03104035183787346, 0.023067230358719826, 0.011419108137488365, 0.008789599873125553, 0.008452876470983028, 0.008097358979284763, 0.00787894707173109, 0.007666425779461861, 0.007062641903758049"
img10.png,"a a a a,","a, the, ,, o, t, an, c, s, b, l","0.06612497568130493, 0.04800158739089966, 0.02001003921031952, 0.008472783491015434, 0.0070792753249406815, 0.006996799260377884, 0.006521734409034252, 0.00637065852060914, 0.006271890364587307, 0.006198820658028126"
img11.png,"a a, a,","a, the, ,, an, o, t, c, b, s, l","0.09015413373708725, 0.05730545520782471, 0.02859075367450714, 0.00906703993678093, 0.008719686418771744, 0.007516840007156134, 0.00714465556666255, 0.006817477755248547, 0.006305135786533356, 0.006039950530976057"
img12.png,"a a a a,","a, the, ,, o, an, t, l, b, c, s","0.07786441594362259, 0.042666178196668625, 0.017925405874848366, 0.008804664015769958, 0.007985482923686504, 0.007472421508282423, 0.0072708651423454285, 0.0072708651423454285, 0.007130234036594629, 0.006992322858422995"
img13.png,a a a a a,"a, the, ,, o, s, t, an, c, l, b","0.11372105032205582, 0.0689753070473671, 0.015879016369581223, 0.01087093073874712, 0.009047591127455235, 0.008838002569973469, 0.008110208436846733, 0.008078589104115963, 0.007860683836042881, 0.007442345377057791"
img14.png,"a a a a,","a, the, ,, o, t, s, b, c, l, w","0.08586522936820984, 0.05994359031319618, 0.014575491659343243, 0.013480126857757568, 0.009785521775484085, 0.009785521775484085, 0.009709371253848076, 0.00897970050573349, 0.008909820578992367, 0.007473568897694349"
img15.png,"a a a a,","a, the, ,, o, t, c, b, l, s, w","0.06809180974960327, 0.037898801267147064, 0.013303729705512524, 0.01279407273977995, 0.010524117387831211, 0.009215224534273148, 0.00879322923719883, 0.00835784524679184, 0.008100702427327633, 0.007233113050460815"
img16.png,a a a a a,"a, the, ,, o, an, c, t, b, l, s","0.11536587029695511, 0.09564167261123657, 0.0171476062387228, 0.009618936106562614, 0.00842262152582407, 0.007881472818553448, 0.007759282365441322, 0.0068475427106022835, 0.006794254761189222, 0.00645784754306078"
img17.png,"a a a, a","a, the, ,, o, t, c, b, s, l, an","0.08168201148509979, 0.050717517733573914, 0.013230454176664352, 0.01071434747427702, 0.008575656451284885, 0.008575656451284885, 0.008087614551186562, 0.007567990105599165, 0.007278065197169781, 0.006890733726322651"
img18.png,"a a a a,","a, the, ,, o, an, c, t, b, s, w","0.09162556380033493, 0.04753471910953522, 0.019205762073397636, 0.009695061482489109, 0.007974939420819283, 0.007729576900601387, 0.00755052175372839, 0.007521084509789944, 0.006955866236239672, 0.006901734974235296"
img19.png,a a a a a,"a, the, ,, o, t, c, an, b, s, l","0.11004338413476944, 0.08050945401191711, 0.015009558759629726, 0.010643370449543, 0.008160554803907871, 0.007971515879034996, 0.0077262576669454575, 0.007488546427339315, 0.007315074559301138, 0.006791816558688879"
img20.png,"a a a a,","a, the, ,, o, t, s, c, b, l, w","0.08801031112670898, 0.044601455330848694, 0.020904282107949257, 0.013081565499305725, 0.010029983706772327, 0.009422297589480877, 0.009276218712329865, 0.008851430378854275, 0.008380365557968616, 0.007453650701791048"
img21.png,"a a a a,","a, the, ,, o, an, t, s, c, b, l","0.0886809378862381, 0.059074245393276215, 0.01759927161037922, 0.008814968168735504, 0.007510446477681398, 0.00727937463670969, 0.00719456747174263, 0.0070005059242248535, 0.0066279456950724125, 0.00620210450142622"
img22.png,a a a a a,"a, the, ,, o, t, c, b, s, w, l","0.06852472573518753, 0.03418825566768646, 0.013599148020148277, 0.009605644270777702, 0.008152204565703869, 0.007718351669609547, 0.007422666065394878, 0.007082757540047169, 0.006784866563975811, 0.006705819629132748"
img23.png,"a a a,,","a, the, ,, o, t, b, an, w, c, l","0.07276774197816849, 0.04661676660180092, 0.0162366796284914, 0.00954505056142807, 0.00845644623041153, 0.007760071195662022, 0.007204982452094555, 0.007121041417121887, 0.00703807920217514, 0.0067949453368783"
img24.png,"a a, a,","a, the, ,, o, s, l, t, b, c, w","0.08029297739267349, 0.0556173175573349, 0.02689477801322937, 0.011658023111522198, 0.008903668262064457, 0.008799937553703785, 0.008731456473469734, 0.008266775868833065, 0.008234547451138496, 0.006694639567285776"
img25.png,"a a a a,","a, the, ,, o, t, s, c, l, b, w","0.09135325998067856, 0.05497736111283302, 0.015628699213266373, 0.010741437785327435, 0.008904964663088322, 0.00843105185776949, 0.008300339803099632, 0.007767048664391041, 0.007616820279508829, 0.006935193669050932"
img26.png,"a a a, a","a, the, ,, o, t, s, c, b, l, an","0.08247359842061996, 0.05201544240117073, 0.025749513879418373, 0.009811664931476116, 0.007914750836789608, 0.007552308030426502, 0.007150381803512573, 0.00709473667666316, 0.006984742823988199, 0.006930387578904629"
img27.png,"a a a a,","a, the, ,, o, an, c, t, s, b, l","0.11395175009965897, 0.07020363211631775, 0.022438427433371544, 0.009280937723815441, 0.00899539329111576, 0.007457443047314882, 0.007341825868934393, 0.0071998219937086105, 0.00692400150001049, 0.006403653882443905"
