Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,Corn,"Corn, Pe, P, Se, Be, F, M, N, B, D","0.25208592414855957, 0.20098040997982025, 0.0787050649523735, 0.07510089129209518, 0.04346506670117378, 0.039267413318157196, 0.018404265865683556, 0.017289208248257637, 0.016888702288269997, 0.013256095349788666"
img2.png,Umbrella,"Um, Par, Open, The, T, , Top, P, um, Un","0.9509544372558594, 0.007912183180451393, 0.006508383899927139, 0.002777437213808298, 0.001954171108081937, 0.0019089030101895332, 0.0011760410852730274, 0.0011487980373203754, 0.0011398580390959978, 0.0010378524893894792"
img3.png,Waitress,"Wait, Woman, D, Server, T, Serv, Food, Ser, Host, Che","0.39783406257629395, 0.07475080341100693, 0.07245096564292908, 0.038178976625204086, 0.03503499925136566, 0.03317046910524368, 0.029502425342798233, 0.02011890523135662, 0.018899962306022644, 0.01667916029691696"
img4.png,Tank,"T, C, Sh, Arm, War, Rob, W, P, Sold, D","0.9305437207221985, 0.010918478481471539, 0.0030796981882303953, 0.0025135762989521027, 0.0024553495459258556, 0.002306587528437376, 0.001524561084806919, 0.0013773262035101652, 0.0013559726066887379, 0.0012639055494219065"
img5.png,Dress,"D, Sk, Woman, Cl, Lady, Out, Sh, Draw, P, S","0.7339249849319458, 0.034326132386922836, 0.0305302944034338, 0.025910722091794014, 0.018373453989624977, 0.013028728775680065, 0.012144111096858978, 0.010387408547103405, 0.006654423661530018, 0.004467568825930357"
img6.png,Burger,"Bur, Hamb, Sand, H, Che, Burg, Bun, F, B, Hamburg","0.4544825851917267, 0.4138111174106598, 0.05261018127202988, 0.023528728634119034, 0.012792346999049187, 0.005088444333523512, 0.004893509205430746, 0.004525755997747183, 0.003363256109878421, 0.0019465034129098058"
img7.png,Mirror,"Mir, Chair, Bath, E, R, S, Do, H, Tr, P","0.9409939050674438, 0.005215443670749664, 0.0033151376992464066, 0.0027269581332802773, 0.0022256781812757254, 0.0020107326563447714, 0.0018596237059682608, 0.0017469548620283604, 0.0017064866842702031, 0.0016030960250645876"
img8.png,Tiger,"T, Cat, Z, P, Lion, St, Tig, The, F, This","0.8548988699913025, 0.11751995980739594, 0.004775426350533962, 0.0031074287835508585, 0.0022381972521543503, 0.0021524534095078707, 0.0021190824918448925, 0.0006933611584827304, 0.0006879653665237129, 0.0004916666075587273"
img9.png,Guitar,"Gu, C, , G, Uk, D, Harm, guitar, No, Inst","0.9622173309326172, 0.0035525932908058167, 0.0033635280560702085, 0.002876977901905775, 0.002876977901905775, 0.0025191660970449448, 0.0016264957375824451, 0.0008504330762661994, 0.0007446640520356596, 0.0007388690137304366"
img10.png,Whale,"Wh, Dol, Sh, Fish, The, D, An, W, T, H","0.9693655371665955, 0.006582761183381081, 0.004489053040742874, 0.0029439928475767374, 0.0013584295520558953, 0.001100089750252664, 0.0009336340008303523, 0.0008369041606783867, 0.0005196455749683082, 0.00044447643449530005"
img11.png,Candle,"Cand, Stat, L, V, Tro, Light, C, P, D, B","0.2378264218568802, 0.19716504216194153, 0.04574596509337425, 0.045036736875772476, 0.034530866891145706, 0.029305964708328247, 0.029077904298901558, 0.020299648866057396, 0.016058344393968582, 0.015564280562102795"
img12.png,Ghost,"Ghost, G, Spo, Hall, F, Ph, Ha, Spect, Sp, Sc","0.9615666270256042, 0.015421326272189617, 0.0051654973067343235, 0.003991586621850729, 0.0015509634977206588, 0.0014011786552146077, 0.0007618076633661985, 0.0007383693591691554, 0.0004918600316159427, 0.0004730171349365264"
