Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,The 11th,"The, Ch, Tre, C, M, T, A, P, Yes, ","0.09210851788520813, 0.0585477352142334, 0.05630481243133545, 0.04816005751490593, 0.026184167712926865, 0.02577821910381317, 0.02459774725139141, 0.02421639673411846, 0.02103957161307335, 0.02087583765387535"
img2.png,Draw,"Draw, Par, T, P, , One, The, In, It, A","0.05885368585586548, 0.04692225158214569, 0.042723193764686584, 0.027800513431429863, 0.02632099576294422, 0.024342942982912064, 0.023965541273355484, 0.01851913332939148, 0.01851913332939148, 0.015594675205647945"
img3.png,1600,", A, Man, I, T, M, It, The, D, People","0.08390790224075317, 0.07233313471078873, 0.05545973777770996, 0.04025945067405701, 0.03497801721096039, 0.029225226491689682, 0.028772130608558655, 0.02854822762310505, 0.02810562774538994, 0.022407757118344307"
img4.png,Tank,"T, Draw, D, Motor, Military, Yes, P, M, F, It","0.26610711216926575, 0.17726556956768036, 0.031045733019709587, 0.01839398965239525, 0.016106314957141876, 0.010000638663768768, 0.009922812692821026, 0.009034823626279831, 0.008098763413727283, 0.008035738952457905"
img5.png,Dentouare,"D, In, Draw, T, A, L, It, Movie, The, P","0.11268836259841919, 0.11181140691041946, 0.09790534526109695, 0.07565538585186005, 0.043785981833934784, 0.0230735894292593, 0.022016970440745354, 0.019582299515604973, 0.019128676503896713, 0.015250710770487785"
img6.png,Ch. 4:,"Ch, Food, M, B, T, Yes, H, P, Summer, D","0.43717679381370544, 0.04066377505660057, 0.02263280190527439, 0.0207690242677927, 0.019973374903202057, 0.017904018983244896, 0.015314118005335331, 0.014386284165084362, 0.013943664729595184, 0.01279542502015829"
img7.png,Tadid's,"T, A, Th, D, Draw, Ch, Picture, Yes, Sk, M","0.13423313200473785, 0.05297873541712761, 0.042903486639261246, 0.042238328605890274, 0.04190962761640549, 0.028357472270727158, 0.022432608529925346, 0.020266171544790268, 0.01979670487344265, 0.01933811791241169"
img8.png,Tiger,"T, Cat, P, The, C, Ch, F, A, M, H","0.3311820924282074, 0.14811378717422485, 0.13276836276054382, 0.02739829570055008, 0.016488585621118546, 0.012157919816672802, 0.011156735010445118, 0.011156735010445118, 0.01072932779788971, 0.007788656745105982"
img9.png,Musician,"Music, Gu, Draw, A, Musical, M, Par, P, T, This","0.19396306574344635, 0.07024876773357391, 0.045003052800893784, 0.0432790108025074, 0.04065686836838722, 0.03532329946756363, 0.03318316861987114, 0.030930116772651672, 0.03045058809220791, 0.020928362384438515"
img10.png,Dino,"D, The, Wh, A, T, M, Draw, Par, One, Cat","0.102542445063591, 0.08839711546897888, 0.05707346647977829, 0.04768666997551918, 0.029609326273202896, 0.02803354524075985, 0.025129107758402824, 0.023422906175255775, 0.020350171253085136, 0.018241776153445244"
img11.png,Pgis.,"P, T, Draw, M, The, A, Stat, Th, H, Ch","0.21417838335037231, 0.0717407688498497, 0.03607352450489998, 0.028985891491174698, 0.026391955092549324, 0.024218618869781494, 0.021206531673669815, 0.01930876635015011, 0.01717357151210308, 0.016645194962620735"
img12.png,Trap,"T, Ghost, Hall, C, P, Free, M, G, It, In","0.20505912601947784, 0.0909944400191307, 0.04504551365971565, 0.0410144068300724, 0.030959296971559525, 0.03024212457239628, 0.027321485802531242, 0.019525784999132156, 0.014624136500060558, 0.012805323116481304"
img13.png,Til,"T, P, A, Draw, G, One, Hall, F, Lion, Th","0.1968502700328827, 0.08872736990451813, 0.045317504554986954, 0.027272554114460945, 0.024067943915724754, 0.023327451199293137, 0.01680213399231434, 0.014944127760827541, 0.012584215961396694, 0.012292704544961452"
img14.png,Tree,"Tree, Tre, P, T, Draw, H, Yes, Par, M, The","0.6370685696601868, 0.08895470201969147, 0.04724348708987236, 0.027129653841257095, 0.019694015383720398, 0.008470290340483189, 0.007077192887663841, 0.006443857681006193, 0.005867198575288057, 0.00568668358027935"
img15.png,P,"P, T, Th, One, The, Draw, A, Dec, Small, Yes","0.259715735912323, 0.19300433993339539, 0.0380048044025898, 0.028464285656809807, 0.023597722873091698, 0.02199549414217472, 0.02098825015127659, 0.017673876136541367, 0.015597141347825527, 0.01303189992904663"
img16.png,Cutting,"C, Ch, Draw, T, Yes, Th, Music, M, D, Small","0.10894882678985596, 0.0889214426279068, 0.08033382892608643, 0.06556656211614609, 0.025278160348534584, 0.023561837151646614, 0.017373409122228622, 0.017238209024071693, 0.016970954835414886, 0.016320805996656418"
img17.png,Pg.,"P, T, A, H, C, Tre, The, , One, This","0.14993146061897278, 0.10883857309818268, 0.07082261145114899, 0.056907568126916885, 0.055589303374290466, 0.04003947228193283, 0.03424757719039917, 0.021939819678664207, 0.01450133603066206, 0.012897755019366741"
img18.png,Draw,"Draw, C, H, T, A, P, The, Sk, D, B","0.07277552038431168, 0.05579892918467522, 0.04662175104022026, 0.038953930139541626, 0.03057529218494892, 0.027839118614792824, 0.02117888443171978, 0.020367534831166267, 0.019587267190217972, 0.01501807663589716"
img19.png,Tonger,"T, P, Th, F, Po, M, H, Ch, Draw, A","0.10546711832284927, 0.06447076052427292, 0.04828636720776558, 0.03424016013741493, 0.03267218917608261, 0.026875408366322517, 0.022631363943219185, 0.020286623388528824, 0.0198166836053133, 0.015676287934184074"
img20.png,Drawing,"Draw, Ch, Water, T, The, D, It, A, This, P","0.191126748919487, 0.0676180049777031, 0.06061239168047905, 0.02908213995397091, 0.02392232045531273, 0.018341878429055214, 0.01763921044766903, 0.016060683876276016, 0.014063205569982529, 0.013006338849663734"
img21.png,Fruit,"F, Ch, G, The, C, T, M, P, Tre, ","0.1579311192035675, 0.0668722465634346, 0.06233178824186325, 0.03259092569351196, 0.02831549011170864, 0.026808565482497215, 0.02518431842327118, 0.02403104119002819, 0.019159218296408653, 0.01771937869489193"
img22.png,Chad other,"Ch, F, M, Cher, P, T, Yes, Pe, A, Par","0.28425711393356323, 0.07243514806032181, 0.03938230872154236, 0.03316322714090347, 0.025427130982279778, 0.022264739498496056, 0.02141178958117962, 0.01874879002571106, 0.015302316285669804, 0.012986906804144382"
img23.png,B,"B, T, Draw, C, The, It, P, A, One, In","0.10622219741344452, 0.046043913811445236, 0.036997321993112564, 0.03139922022819519, 0.026235030964016914, 0.025229983031749725, 0.02407461777329445, 0.02244001068174839, 0.021920187398791313, 0.019344499334692955"
img24.png,Football,"Football, Soccer, D, A, One, Yes, Ball, Ch, F, M","0.07991816848516464, 0.06421605497598648, 0.05892796441912651, 0.041786182671785355, 0.03775067254900932, 0.03203858062624931, 0.029630839824676514, 0.029630839824676514, 0.027190787717700005, 0.026149123907089233"
img25.png,10b.,", T, Cat, Cow, The, P, One, Dog, Don, C","0.08797562122344971, 0.07466394454240799, 0.07236677408218384, 0.05377842113375664, 0.03472195938229561, 0.0339176245033741, 0.02725357562303543, 0.02580316737294197, 0.02481466345489025, 0.021559353917837143"
img26.png,Fruit,"F, The, Pe, Man, Apple, Yes, M, T, App, Draw","0.14362329244613647, 0.10026521235704422, 0.054940804839134216, 0.04590476304292679, 0.04019555076956749, 0.03547244891524315, 0.03492249920964241, 0.03384804725646973, 0.03306395933032036, 0.02237219363451004"
