Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,",,,,,",",, :, -, [, e, ', ;, A, e, o","0.02784097194671631, 0.013999320566654205, 0.008165731094777584, 0.0075520663522183895, 0.007522623520344496, 0.007493296172469854, 0.006434441544115543, 0.005813033320009708, 0.005482212174683809, 0.005011147819459438"
img2.png,",,,,,",",, :, A, -, [, ', e, ;, o, e","0.025227250531315804, 0.015122837387025356, 0.008417126722633839, 0.008351624011993408, 0.00815815944224596, 0.007907159626483917, 0.007545063272118568, 0.006923739332705736, 0.00508534163236618, 0.0044355145655572414"
img3.png,",,,,,",",, :, ', e, -, [, ;, A, o, e","0.023317335173487663, 0.01470605842769146, 0.008249351754784584, 0.008249351754784584, 0.008217190392315388, 0.007001133169978857, 0.0068925912491977215, 0.0064497459679841995, 0.005495252553373575, 0.0047930446453392506"
img4.png,",,,,,",",, :, e, ', -, ;, A, o, [, t","0.018860111013054848, 0.014861410483717918, 0.008500918745994568, 0.008336495608091354, 0.007740173954516649, 0.006965402979403734, 0.006830679718405008, 0.005865456536412239, 0.005361462011933327, 0.004224730189889669"
img5.png,",,,,,",",, :, -, ', e, [, ;, A, e, o","0.02621430531144142, 0.013976803049445152, 0.00834592990577221, 0.007840275764465332, 0.007569430395960808, 0.007452077232301235, 0.0066799987107515335, 0.005849202163517475, 0.005388537421822548, 0.004983582533895969"
img6.png,",,,,,",",, :, e, ', -, ;, A, [, o, e","0.0205386932939291, 0.014735791832208633, 0.008363466709852219, 0.008169727399945259, 0.008169727399945259, 0.007097982801496983, 0.00687960023060441, 0.006288464181125164, 0.00552791403606534, 0.004494162742048502"
img7.png,",,,,,",",, :, -, ', e, ;, [, e, o, o","0.0265973974019289, 0.01379854790866375, 0.008401998318731785, 0.008017243817448616, 0.00792383961379528, 0.0069112954661250114, 0.006099197082221508, 0.005685077048838139, 0.005156140308827162, 0.005017062649130821"
img8.png,",,,,,",",, :, -, [, A, ', e, ;, e, o","0.028350170701742172, 0.015056662261486053, 0.008748233318328857, 0.008748233318328857, 0.0078418655321002, 0.007690190337598324, 0.007140100933611393, 0.006733756046742201, 0.004869125317782164, 0.004850142635405064"
img9.png,",,,,,",",, :, e, -, ', A, [, ;, o, e","0.023761825636029243, 0.015281977131962776, 0.008244006894528866, 0.00814796146005392, 0.007959214970469475, 0.007565126288682222, 0.0075062536634504795, 0.007023982238024473, 0.00566601799800992, 0.0043783592991530895"
img10.png,",,,,,",",, :, ', -, e, ;, [, e, o, o","0.02537393942475319, 0.01497494988143444, 0.0089419512078166, 0.008565865457057953, 0.008078379556536674, 0.007298208307474852, 0.005728429649025202, 0.005573914851993322, 0.00509497057646513, 0.004805014468729496"
img11.png,",,,,,",",, :, -, ', e, ;, [, A, e, o","0.03299659118056297, 0.017939934507012367, 0.010670660994946957, 0.009715747088193893, 0.008777446113526821, 0.008342844434082508, 0.007449321914464235, 0.006199875380843878, 0.005282360129058361, 0.005079995840787888"
img12.png,",,,,,",",, :, ', -, e, e, ;, o, [, a","0.025526419281959534, 0.012392082251608372, 0.008254907093942165, 0.008095242083072662, 0.007116174325346947, 0.006530168931931257, 0.006454089656472206, 0.00606305617839098, 0.004833889659494162, 0.00470350356772542"
img13.png,",,,,,",",, :, [, -, ', e, ;, A, e, o","0.03369859233498573, 0.013509507291018963, 0.009212682023644447, 0.009034493006765842, 0.007146872580051422, 0.006635645870119333, 0.006331778131425381, 0.006065472029149532, 0.005587774328887463, 0.005565990228205919"
img14.png,",,,,,",",, :, A, ', -, ;, e, [, o, e","0.01786775141954422, 0.014301169663667679, 0.009983823634684086, 0.008022229187190533, 0.007654864341020584, 0.006676691584289074, 0.006676691584289074, 0.005984947085380554, 0.004327667877078056, 0.0037894323468208313"
img15.png,",,,,,",",, :, A, [, -, ', e, ;, o, e","0.02889074943959713, 0.016461452469229698, 0.010102068074047565, 0.009379453025758266, 0.008811180479824543, 0.007806273177266121, 0.007685248740017414, 0.007276247255504131, 0.005240884609520435, 0.0043618506751954556"
img16.png,",,,,,",",, :, A, -, [, ', e, ;, o, e","0.023198449984192848, 0.015213915146887302, 0.00955788791179657, 0.007954779081046581, 0.00774021353572607, 0.007443689741194248, 0.0074146706610918045, 0.006646467372775078, 0.005056366324424744, 0.004031286109238863"
img17.png,",,,,,",",, :, A, -, [, e, ', ;, o, e","0.027394967153668404, 0.01597934402525425, 0.0094305370002985, 0.008620208129286766, 0.00851977989077568, 0.007848789915442467, 0.00766697246581316, 0.007146404590457678, 0.00539438845589757, 0.004368509631603956"
img18.png,",,,,,",",, :, -, ', e, ;, [, A, e, o","0.02727041207253933, 0.014653929509222507, 0.00864831730723381, 0.008029690943658352, 0.007998385466635227, 0.007197768893092871, 0.006922025233507156, 0.005605627782642841, 0.005369862075895071, 0.005245469510555267"
img19.png,",,,,,",",, :, [, -, A, ', e, ;, o, e","0.03354308754205704, 0.01628386229276657, 0.010150453075766563, 0.009206060320138931, 0.008716123178601265, 0.00781308300793171, 0.007484475150704384, 0.007141735404729843, 0.005265985615551472, 0.0047019957564771175"
img20.png,",,,,,",",, :, A, -, [, ', ;, e, o, e","0.03522861748933792, 0.01651132106781006, 0.009593420661985874, 0.009334655478596687, 0.009262011386454105, 0.007953225634992123, 0.007326854392886162, 0.007018696051090956, 0.004823874682188034, 0.004461354576051235"
img21.png,",,,,,",",, :, e, ', -, ;, A, [, o, e","0.02009621635079384, 0.014934239909052849, 0.008312157355248928, 0.008279750123620033, 0.007900593802332878, 0.006945067085325718, 0.006348304450511932, 0.006057595368474722, 0.005558761302381754, 0.004466590471565723"
img22.png,",,,,,",",, :, ', e, -, ;, [, A, o, e","0.02204446867108345, 0.014916034415364265, 0.008399885147809982, 0.008367136120796204, 0.008078090846538544, 0.0070183658972382545, 0.006315845996141434, 0.005818430334329605, 0.005639416165649891, 0.004602756816893816"
img23.png,",,,,,",",, :, ', -, e, ;, e, [, o, o","0.026022084057331085, 0.014314733445644379, 0.00848119892179966, 0.00841519795358181, 0.0076921130530536175, 0.007114041596651077, 0.0058063119649887085, 0.005349025130271912, 0.0051240515895187855, 0.004947039298713207"
img24.png,",,,,,",",, :, -, [, ', e, ;, A, e, o","0.026789238676428795, 0.013576124794781208, 0.008202234283089638, 0.007796112447977066, 0.007526792120188475, 0.007238445337861776, 0.0065393908880651, 0.006095382384955883, 0.005485250614583492, 0.005073027219623327"
img25.png,",,,,,",",, :, A, [, ', -, e, ;, o, e","0.023312196135520935, 0.015228908509016037, 0.009680083021521568, 0.007993782870471478, 0.007931576110422611, 0.007931576110422611, 0.0073355077765882015, 0.0066012428142130375, 0.005081158597022295, 0.0039572096429765224"
img26.png,",,,,,",",, :, -, e, ', [, ;, e, o, o","0.025048401206731796, 0.012448389083147049, 0.007912677712738514, 0.007579881697893143, 0.007579881697893143, 0.006534266285598278, 0.006259443704038858, 0.006019648164510727, 0.005459583830088377, 0.004874859936535358"
img27.png,",,,,,",",, :, -, ', e, [, ;, A, e, o","0.02613835781812668, 0.014155774377286434, 0.008354321122169495, 0.008097285404801369, 0.007666355464607477, 0.0070350440219044685, 0.006845284719020128, 0.005855082999914885, 0.005436260718852282, 0.005067151505500078"
img28.png,",,,,,",",, :, [, -, A, ', e, ;, o, e","0.03463862091302872, 0.016684841364622116, 0.009732180275022984, 0.009178321808576584, 0.008655981160700321, 0.007789540570229292, 0.007374987937510014, 0.007317595649510622, 0.005108505021780729, 0.004615149926394224"
img29.png,",,,,,",",, :, -, ', e, ;, e, [, o, o","0.026867585256695747, 0.01421363651752472, 0.00848734937608242, 0.00838846992701292, 0.00766768166795373, 0.007036259863525629, 0.005879016127437353, 0.005856095813214779, 0.005249369889497757, 0.004950627218931913"
img30.png,",,,,,",",, :, [, -, A, ', e, ;, o, e","0.039107322692871094, 0.015077216550707817, 0.0106496661901474, 0.009509081020951271, 0.007883305661380291, 0.00746376346796751, 0.006956992670893669, 0.006664390675723553, 0.0053759473375976086, 0.0052309404127299786"
img31.png,",,,,,",",, :, A, -, [, ', e, ;, o, e","0.026243172585964203, 0.016231229528784752, 0.009616686031222343, 0.008322547189891338, 0.008003715425729752, 0.007879628799855709, 0.0076670898124575615, 0.007259054109454155, 0.005167586728930473, 0.004334579687565565"
img32.png,",,,,,",",, :, -, ', e, [, o, e, ;, a","0.032074883580207825, 0.012414367869496346, 0.008399981074035168, 0.007355269510298967, 0.0068826982751488686, 0.0068025123327970505, 0.0067495740950107574, 0.0065675163641572, 0.006193757522851229, 0.005381230264902115"
